B1;L11;B2;L12;Vtp
1.251136068;8.48E-06;1.251136068;-1.65E-07;-0.019393132
1.254131566;8.19E-06;1.254131566;-1.36E-07;-0.016648689
1.257127064;7.95E-06;1.257127064;-1.07E-07;-0.013436016
1.260122561;7.77E-06;1.260122561;-7.61E-08;-0.009800816
1.263118059;7.64E-06;1.263118059;-4.44E-08;-0.005816747
1.266113557;7.57E-06;1.266113557;-1.20E-08;-0.00158354
1.269109055;7.55E-06;1.269109055;2.10E-08;0.002778504
1.272104552;7.60E-06;1.272104552;5.42E-08;0.007137229
1.27510005;7.71E-06;1.27510005;8.75E-08;0.011359356
1.278095548;7.87E-06;1.278095548;1.21E-07;0.015321442
1.281091046;8.10E-06;1.281091046;1.53E-07;0.018919248
1.284086543;8.39E-06;1.284086543;1.85E-07;0.022074085
1.287082041;8.73E-06;1.287082041;2.16E-07;0.024735531
1.290077539;9.14E-06;1.290077539;2.46E-07;0.026880698
1.293073037;9.60E-06;1.293073037;2.74E-07;0.028510867
1.296068534;1.01E-05;1.296068534;3.00E-07;0.029646563
1.299064032;1.07E-05;1.299064032;3.24E-07;0.030322117
1.30205953;1.13E-05;1.30205953;3.45E-07;0.030580516
1.305055028;1.19E-05;1.305055028;3.64E-07;0.030469023
1.308050525;1.26E-05;1.308050525;3.79E-07;0.030035793
1.311046023;1.33E-05;1.311046023;3.91E-07;0.029327472
1.314041521;1.41E-05;1.314041521;4.00E-07;0.028387661
1.317037019;1.48E-05;1.317037019;4.04E-07;0.027256079
1.320032516;1.56E-05;1.320032516;4.05E-07;0.025968235
1.323028014;1.64E-05;1.323028014;4.02E-07;0.024555457
1.326023512;1.71E-05;1.326023512;3.94E-07;0.023045142
1.32901901;1.78E-05;1.32901901;3.83E-07;0.021461135
1.332014507;1.85E-05;1.332014507;3.68E-07;0.019824166
1.335010005;1.92E-05;1.335010005;3.49E-07;0.018152295
1.338005503;1.98E-05;1.338005503;3.26E-07;0.016461346
1.341001001;2.04E-05;1.341001001;3.01E-07;0.014765299
1.343996498;2.09E-05;1.343996498;2.74E-07;0.013076639
1.346991996;2.14E-05;1.346991996;2.44E-07;0.011406652
1.349987494;2.18E-05;1.349987494;2.12E-07;0.009765671
1.352982991;2.21E-05;1.352982991;1.80E-07;0.008163256
1.355978489;2.23E-05;1.355978489;1.47E-07;0.006608321
1.358973987;2.25E-05;1.358973987;1.15E-07;0.005109195
1.361969485;2.26E-05;1.361969485;8.30E-08;0.003673614
1.364964982;2.26E-05;1.364964982;5.23E-08;0.002308647
1.36796048;2.26E-05;1.36796048;2.31E-08;0.001020547
1.370955978;2.26E-05;1.370955978;-4.18E-09;-0.000185469
1.373951476;2.25E-05;1.373951476;-2.93E-08;-0.001305494
1.376946973;2.23E-05;1.376946973;-5.21E-08;-0.002337261
1.379942471;2.21E-05;1.379942471;-7.26E-08;-0.003280484
1.382937969;2.19E-05;1.382937969;-9.06E-08;-0.004137197
1.385933467;2.17E-05;1.385933467;-1.06E-07;-0.004912031
1.388928964;2.14E-05;1.388928964;-1.20E-07;-0.005612388
1.391924462;2.12E-05;1.391924462;-1.32E-07;-0.006248466
1.39491996;2.09E-05;1.39491996;-1.43E-07;-0.006833105
1.397915458;2.07E-05;1.397915458;-1.53E-07;-0.007381422
1.400910955;2.04E-05;1.400910955;-1.62E-07;-0.007910258
1.403906453;2.02E-05;1.403906453;-1.70E-07;-0.008437466
1.406901951;1.99E-05;1.406901951;-1.79E-07;-0.008981094
1.409897449;1.97E-05;1.409897449;-1.88E-07;-0.009558548
1.412892946;1.94E-05;1.412892946;-1.98E-07;-0.010185813
1.415888444;1.92E-05;1.415888444;-2.09E-07;-0.010876789
1.418883942;1.89E-05;1.418883942;-2.20E-07;-0.011642807
1.42187944;1.86E-05;1.42187944;-2.32E-07;-0.012492343
1.424874937;1.83E-05;1.424874937;-2.46E-07;-0.01343091
1.427870435;1.80E-05;1.427870435;-2.60E-07;-0.014461126
1.430865933;1.76E-05;1.430865933;-2.74E-07;-0.015582898
1.433861431;1.72E-05;1.433861431;-2.88E-07;-0.016793679
1.436856928;1.67E-05;1.436856928;-3.03E-07;-0.018088754
1.439852426;1.63E-05;1.439852426;-3.17E-07;-0.019461511
1.442847924;1.58E-05;1.442847924;-3.29E-07;-0.020903672
1.445843422;1.52E-05;1.445843422;-3.41E-07;-0.022405444
1.448838919;1.47E-05;1.448838919;-3.51E-07;-0.023955592
1.451834417;1.41E-05;1.451834417;-3.59E-07;-0.02554142
1.454829915;1.35E-05;1.454829915;-3.65E-07;-0.027148643
1.457825413;1.28E-05;1.457825413;-3.69E-07;-0.028761168
1.46082091;1.22E-05;1.46082091;-3.71E-07;-0.030360771
1.463816408;1.16E-05;1.463816408;-3.69E-07;-0.031926663
1.466811906;1.09E-05;1.466811906;-3.66E-07;-0.033434982
1.469807404;1.03E-05;1.469807404;-3.59E-07;-0.034858178
1.472802901;9.70E-06;1.472802901;-3.51E-07;-0.03616435
1.475798399;9.10E-06;1.475798399;-3.40E-07;-0.037316545
1.478793897;8.53E-06;1.478793897;-3.26E-07;-0.03827209
1.481789395;7.98E-06;1.481789395;-3.11E-07;-0.038982047
1.484784892;7.47E-06;1.484784892;-2.94E-07;-0.039390932
1.48778039;6.98E-06;1.48778039;-2.75E-07;-0.039436895
1.490775888;6.54E-06;1.490775888;-2.55E-07;-0.03905261
1.493771386;6.12E-06;1.493771386;-2.34E-07;-0.038167207
1.496766883;5.75E-06;1.496766883;-2.11E-07;-0.036709562
1.499762381;5.42E-06;1.499762381;-1.87E-07;-0.034613243
1.502757879;5.12E-06;1.502757879;-1.63E-07;-0.031823229
1.505753377;4.87E-06;1.505753377;-1.38E-07;-0.028304191
1.508748874;4.65E-06;1.508748874;-1.12E-07;-0.024049628
1.511744372;4.48E-06;1.511744372;-8.56E-08;-0.019090523
1.51473987;4.35E-06;1.51473987;-5.88E-08;-0.013501683
1.517735368;4.27E-06;1.517735368;-3.16E-08;-0.007403666
1.520730865;4.22E-06;1.520730865;-4.05E-09;-0.000958667
1.523726363;4.22E-06;1.523726363;2.38E-08;0.005640176
1.526721861;4.26E-06;1.526721861;5.19E-08;0.012184961
1.529717359;4.34E-06;1.529717359;8.01E-08;0.018471988
1.532712856;4.47E-06;1.532712856;1.09E-07;0.024319978
1.535708354;4.64E-06;1.535708354;1.37E-07;0.029584224
1.538703852;4.85E-06;1.538703852;1.66E-07;0.034164551
1.54169935;5.11E-06;1.54169935;1.94E-07;0.038006705
1.544694847;5.42E-06;1.544694847;2.23E-07;0.041098212
1.547690345;5.78E-06;1.547690345;2.51E-07;0.043460669
1.550685843;6.18E-06;1.550685843;2.79E-07;0.04514051
1.553681341;6.63E-06;1.553681341;3.06E-07;0.046199952
1.556676838;7.13E-06;1.556676838;3.33E-07;0.046709191
1.559672336;7.67E-06;1.559672336;3.59E-07;0.04674034
1.562667834;8.27E-06;1.562667834;3.83E-07;0.046363161
1.565663332;8.91E-06;1.565663332;4.07E-07;0.04564237
1.568658829;9.59E-06;1.568658829;4.28E-07;0.044636192
1.571654327;1.03E-05;1.571654327;4.48E-07;0.043395813
1.574649825;1.11E-05;1.574649825;4.65E-07;0.041965453
1.577645323;1.19E-05;1.577645323;4.80E-07;0.040382798
1.58064082;1.27E-05;1.58064082;4.92E-07;0.038679637
1.583636318;1.36E-05;1.583636318;5.01E-07;0.036882572
1.586631816;1.45E-05;1.586631816;5.07E-07;0.035013742
1.589627314;1.54E-05;1.589627314;5.09E-07;0.033091495
1.592622811;1.63E-05;1.592622811;5.07E-07;0.031131008
1.595618309;1.72E-05;1.595618309;5.01E-07;0.02914483
1.598613807;1.81E-05;1.598613807;4.91E-07;0.027143351
1.601609305;1.89E-05;1.601609305;4.76E-07;0.025135212
1.604604802;1.98E-05;1.604604802;4.58E-07;0.023127643
1.6076003;2.06E-05;1.6076003;4.35E-07;0.021126759
1.610595798;2.14E-05;1.610595798;4.09E-07;0.019137811
1.613591296;2.21E-05;1.613591296;3.79E-07;0.01716539
1.616586793;2.27E-05;1.616586793;3.46E-07;0.015213618
1.619582291;2.33E-05;1.619582291;3.10E-07;0.013286306
1.622577789;2.38E-05;1.622577789;2.71E-07;0.011387091
1.625573287;2.42E-05;1.625573287;2.31E-07;0.009519573
1.628568784;2.46E-05;1.628568784;1.89E-07;0.00768743
1.631564282;2.48E-05;1.631564282;1.46E-07;0.005894534
1.63455978;2.50E-05;1.63455978;1.04E-07;0.004145064
1.637555278;2.51E-05;1.637555278;6.12E-08;0.002443616
1.640550775;2.51E-05;1.640550775;1.99E-08;0.000795315
1.643546273;2.50E-05;1.643546273;-1.98E-08;-0.000794073
1.646541771;2.48E-05;1.646541771;-5.75E-08;-0.002318027
1.649537269;2.45E-05;1.649537269;-9.25E-08;-0.00376916
1.652532766;2.42E-05;1.652532766;-1.25E-07;-0.005139118
1.655528264;2.39E-05;1.655528264;-1.53E-07;-0.006418483
1.658523762;2.34E-05;1.658523762;-1.78E-07;-0.007596714
1.66151926;2.30E-05;1.66151926;-1.99E-07;-0.008662117
1.664514757;2.25E-05;1.664514757;-2.16E-07;-0.009601878
1.667510255;2.19E-05;1.667510255;-2.28E-07;-0.010402184
1.670505753;2.14E-05;1.670505753;-2.36E-07;-0.011048454
1.673501251;2.09E-05;1.673501251;-2.40E-07;-0.011525719
1.676496748;2.03E-05;1.676496748;-2.40E-07;-0.011819187
1.679492246;1.98E-05;1.679492246;-2.36E-07;-0.011915016
1.682487744;1.93E-05;1.682487744;-2.27E-07;-0.011801301
1.685483242;1.88E-05;1.685483242;-2.15E-07;-0.011469277
1.688478739;1.83E-05;1.688478739;-2.00E-07;-0.010914671
1.691474237;1.79E-05;1.691474237;-1.82E-07;-0.010139115
1.694469735;1.76E-05;1.694469735;-1.61E-07;-0.009151465
1.697465233;1.73E-05;1.697465233;-1.37E-07;-0.007968821
1.70046073;1.70E-05;1.70046073;-1.13E-07;-0.006617057
1.703456228;1.68E-05;1.703456228;-8.63E-08;-0.005130636
1.706451726;1.67E-05;1.706451726;-5.93E-08;-0.003551604
1.709447224;1.66E-05;1.709447224;-3.21E-08;-0.001927753
1.712442721;1.66E-05;1.712442721;-5.16E-09;-0.000310077
1.715438219;1.67E-05;1.715438219;2.09E-08;0.001250195
1.718433717;1.68E-05;1.718433717;4.56E-08;0.002704625
1.721429215;1.70E-05;1.721429215;6.83E-08;0.004010278
1.724424712;1.73E-05;1.724424712;8.86E-08;0.005131798
1.72742021;1.76E-05;1.72742021;1.06E-07;0.006042652
1.730415708;1.79E-05;1.730415708;1.20E-07;0.006725505
1.733411206;1.83E-05;1.733411206;1.31E-07;0.007171822
1.736406703;1.86E-05;1.736406703;1.38E-07;0.00738086
1.739402201;1.90E-05;1.739402201;1.40E-07;0.007358305
1.742397699;1.95E-05;1.742397699;1.38E-07;0.007114748
1.745393197;1.99E-05;1.745393197;1.32E-07;0.006664186
1.748388694;2.02E-05;1.748388694;1.22E-07;0.006022678
1.751384192;2.06E-05;1.751384192;1.07E-07;0.005207215
1.75437969;2.09E-05;1.75437969;8.87E-08;0.004234835
1.757375188;2.12E-05;1.757375188;6.63E-08;0.003121974
1.760370685;2.15E-05;1.760370685;4.04E-08;0.001884031
1.763366183;2.16E-05;1.763366183;1.16E-08;0.000535099
1.766361681;2.18E-05;1.766361681;-1.98E-08;-0.000912158
1.769357179;2.18E-05;1.769357179;-5.33E-08;-0.002446538
1.772352676;2.18E-05;1.772352676;-8.84E-08;-0.004058254
1.775348174;2.17E-05;1.775348174;-1.24E-07;-0.005738844
1.778343672;2.15E-05;1.778343672;-1.61E-07;-0.007481057
1.78133917;2.12E-05;1.78133917;-1.97E-07;-0.009278713
1.784334667;2.09E-05;1.784334667;-2.32E-07;-0.011126575
1.787330165;2.05E-05;1.787330165;-2.67E-07;-0.013020203
1.790325663;2.00E-05;1.790325663;-2.99E-07;-0.014955827
1.793321161;1.95E-05;1.793321161;-3.30E-07;-0.016930223
1.796316658;1.89E-05;1.796316658;-3.57E-07;-0.018940589
1.799312156;1.82E-05;1.799312156;-3.82E-07;-0.020984438
1.802307654;1.75E-05;1.802307654;-4.04E-07;-0.023059485
1.805303152;1.68E-05;1.805303152;-4.22E-07;-0.025163547
1.808298649;1.60E-05;1.808298649;-4.37E-07;-0.027294434
1.811294147;1.52E-05;1.811294147;-4.49E-07;-0.029449846
1.814289645;1.44E-05;1.814289645;-4.57E-07;-0.031627256
1.817285143;1.36E-05;1.817285143;-4.62E-07;-0.033823791
1.82028064;1.28E-05;1.82028064;-4.63E-07;-0.036036091
1.823276138;1.21E-05;1.823276138;-4.61E-07;-0.038260154
1.826271636;1.13E-05;1.826271636;-4.56E-07;-0.040491153
1.829267134;1.05E-05;1.829267134;-4.49E-07;-0.042723217
1.832262631;9.78E-06;1.832262631;-4.39E-07;-0.044949174
1.835258129;9.07E-06;1.835258129;-4.28E-07;-0.047160239
1.838253627;8.39E-06;1.838253627;-4.14E-07;-0.049345638
1.841249125;7.74E-06;1.841249125;-3.99E-07;-0.051492154
1.844244622;7.13E-06;1.844244622;-3.82E-07;-0.05358359
1.84724012;6.55E-06;1.84724012;-3.64E-07;-0.055600124
1.850235618;6.01E-06;1.850235618;-3.46E-07;-0.057517549
1.853231116;5.51E-06;1.853231116;-3.27E-07;-0.0593064
1.856226613;5.04E-06;1.856226613;-3.07E-07;-0.060930965
1.859222111;4.61E-06;1.859222111;-2.88E-07;-0.062348209
1.862217609;4.22E-06;1.862217609;-2.68E-07;-0.063506667
1.865213107;3.86E-06;1.865213107;-2.48E-07;-0.06434539
1.868208604;3.53E-06;1.868208604;-2.29E-07;-0.06479313
1.871204102;3.23E-06;1.871204102;-2.09E-07;-0.064767995
1.8741996;2.96E-06;1.8741996;-1.90E-07;-0.064177925
1.877195098;2.72E-06;1.877195098;-1.71E-07;-0.06292247
1.880190595;2.51E-06;1.880190595;-1.53E-07;-0.060896411
1.883186093;2.33E-06;1.883186093;-1.35E-07;-0.057995791
1.886181591;2.16E-06;1.886181591;-1.17E-07;-0.054126803
1.889177089;2.03E-06;1.889177089;-9.97E-08;-0.049217566
1.892172586;1.91E-06;1.892172586;-8.26E-08;-0.043232153
1.895168084;1.82E-06;1.895168084;-6.58E-08;-0.036185223
1.898163582;1.75E-06;1.898163582;-4.91E-08;-0.028154555
1.90115908;1.69E-06;1.90115908;-3.27E-08;-0.019288042
1.904154577;1.66E-06;1.904154577;-1.63E-08;-0.009801832
1.907150075;1.65E-06;1.907150075;5.32E-11;3.23E-05
1.910145573;1.66E-06;1.910145573;1.64E-08;0.009909484
1.913141071;1.68E-06;1.913141071;3.29E-08;0.019521171
1.916136568;1.73E-06;1.916136568;4.95E-08;0.028584764
1.919132066;1.80E-06;1.919132066;6.62E-08;0.03686849
1.922127564;1.88E-06;1.922127564;8.33E-08;0.044206687
1.925123062;1.99E-06;1.925123062;1.01E-07;0.050504256
1.928118559;2.13E-06;1.928118559;1.18E-07;0.05573162
1.931114057;2.28E-06;1.931114057;1.37E-07;0.059913246
1.934109555;2.46E-06;1.934109555;1.55E-07;0.063113247
1.937105053;2.66E-06;1.937105053;1.74E-07;0.065421013
1.94010055;2.90E-06;1.94010055;1.94E-07;0.066938772
1.943096048;3.15E-06;1.943096048;2.14E-07;0.067771959
1.946091546;3.44E-06;1.946091546;2.34E-07;0.068022493
1.949087044;3.77E-06;1.949087044;2.55E-07;0.067784598
1.952082541;4.12E-06;1.952082541;2.77E-07;0.067142612
1.955078039;4.51E-06;1.955078039;2.98E-07;0.066170226
1.958073537;4.93E-06;1.958073537;3.20E-07;0.064930658
1.961069035;5.39E-06;1.961069035;3.42E-07;0.063477378
1.964064532;5.89E-06;1.964064532;3.64E-07;0.061855118
1.96706003;6.43E-06;1.96706003;3.86E-07;0.060100978
1.970055528;7.00E-06;1.970055528;4.08E-07;0.05824552
1.973051026;7.62E-06;1.973051026;4.29E-07;0.056313788
1.976046523;8.28E-06;1.976046523;4.50E-07;0.054326209
1.979042021;8.97E-06;1.979042021;4.69E-07;0.052299388
1.982037519;9.71E-06;1.982037519;4.88E-07;0.050246778
1.985033017;1.05E-05;1.985033017;5.05E-07;0.048179244
1.988028514;1.13E-05;1.988028514;5.21E-07;0.046105537
1.991024012;1.21E-05;1.991024012;5.34E-07;0.044032678
1.99401951;1.30E-05;1.99401951;5.46E-07;0.041966278
1.997015008;1.39E-05;1.997015008;5.55E-07;0.039910795
2.000010505;1.48E-05;2.000010505;5.61E-07;0.03786975
2.003006003;1.58E-05;2.003006003;5.65E-07;0.03584589
2.006001501;1.67E-05;2.006001501;5.65E-07;0.033841334
2.008996998;1.77E-05;2.008996998;5.63E-07;0.031857681
2.011992496;1.86E-05;2.011992496;5.56E-07;0.029896104
2.014987994;1.96E-05;2.014987994;5.47E-07;0.027957421
2.017983492;2.05E-05;2.017983492;5.34E-07;0.026042156
2.020978989;2.14E-05;2.020978989;5.17E-07;0.02415059
2.023974487;2.23E-05;2.023974487;4.96E-07;0.022282799
2.026969985;2.31E-05;2.026969985;4.73E-07;0.020438689
2.029965483;2.39E-05;2.029965483;4.45E-07;0.018618024
2.03296098;2.47E-05;2.03296098;4.15E-07;0.016820449
2.035956478;2.54E-05;2.035956478;3.82E-07;0.015045511
2.038951976;2.60E-05;2.038951976;3.46E-07;0.013292677
2.041947474;2.66E-05;2.041947474;3.07E-07;0.011561348
2.044942971;2.71E-05;2.044942971;2.67E-07;0.009850876
2.047938469;2.75E-05;2.047938469;2.24E-07;0.008160575
2.050933967;2.78E-05;2.050933967;1.81E-07;0.006489735
2.053929465;2.81E-05;2.053929465;1.36E-07;0.004837631
2.056924962;2.83E-05;2.056924962;9.06E-08;0.003203542
2.05992046;2.84E-05;2.05992046;4.50E-08;0.001586753
2.062915958;2.84E-05;2.062915958;-3.81E-10;-1.34E-05
2.065911456;2.83E-05;2.065911456;-4.53E-08;-0.001597638
2.068906953;2.82E-05;2.068906953;-8.92E-08;-0.003166495
2.071902451;2.80E-05;2.071902451;-1.32E-07;-0.004720529
2.074897949;2.77E-05;2.074897949;-1.73E-07;-0.006260198
2.077893447;2.73E-05;2.077893447;-2.12E-07;-0.00778586
2.080888944;2.69E-05;2.080888944;-2.50E-07;-0.009297758
2.083884442;2.64E-05;2.083884442;-2.85E-07;-0.010795994
2.08687994;2.58E-05;2.08687994;-3.17E-07;-0.012280511
2.089875438;2.52E-05;2.089875438;-3.47E-07;-0.013751058
2.092870935;2.46E-05;2.092870935;-3.73E-07;-0.015207163
2.095866433;2.39E-05;2.095866433;-3.97E-07;-0.016648095
2.098861931;2.31E-05;2.098861931;-4.18E-07;-0.018072825
2.101857429;2.24E-05;2.101857429;-4.36E-07;-0.01947997
2.104852926;2.16E-05;2.104852926;-4.51E-07;-0.020867743
2.107848424;2.08E-05;2.107848424;-4.63E-07;-0.022233885
2.110843922;2.00E-05;2.110843922;-4.72E-07;-0.023575585
2.11383942;1.92E-05;2.11383942;-4.78E-07;-0.024889395
2.116834917;1.84E-05;2.116834917;-4.81E-07;-0.02617112
2.119830415;1.76E-05;2.119830415;-4.82E-07;-0.027415703
2.122825913;1.68E-05;2.122825913;-4.80E-07;-0.028617076
2.125821411;1.60E-05;2.125821411;-4.76E-07;-0.029768002
2.128816908;1.52E-05;2.128816908;-4.69E-07;-0.030859892
2.131812406;1.44E-05;2.131812406;-4.61E-07;-0.031882592
2.134807904;1.37E-05;2.134807904;-4.50E-07;-0.032824153
2.137803402;1.30E-05;2.137803402;-4.37E-07;-0.033670586
2.140798899;1.23E-05;2.140798899;-4.23E-07;-0.034405601
2.143794397;1.16E-05;2.143794397;-4.07E-07;-0.035010359
2.146789895;1.10E-05;2.146789895;-3.90E-07;-0.035463243
2.149785393;1.04E-05;2.149785393;-3.72E-07;-0.035739704
2.15278089;9.83E-06;2.15278089;-3.52E-07;-0.035812215
2.155776388;9.30E-06;2.155776388;-3.32E-07;-0.035650405
2.158771886;8.80E-06;2.158771886;-3.10E-07;-0.03522146
2.161767384;8.34E-06;2.161767384;-2.88E-07;-0.03449089
2.164762881;7.91E-06;2.164762881;-2.65E-07;-0.033423768
2.167758379;7.53E-06;2.167758379;-2.41E-07;-0.031986546
2.170753877;7.18E-06;2.170753877;-2.16E-07;-0.030149509
2.173749375;6.86E-06;2.173749375;-1.91E-07;-0.027889858
2.176744872;6.59E-06;2.176744872;-1.66E-07;-0.025195295
2.17974037;6.36E-06;2.17974037;-1.40E-07;-0.022067813
2.182735868;6.17E-06;2.182735868;-1.14E-07;-0.018527228
2.185731366;6.01E-06;2.185731366;-8.79E-08;-0.014613794
2.188726863;5.90E-06;2.188726863;-6.13E-08;-0.010389244
2.191722361;5.83E-06;2.191722361;-3.46E-08;-0.005935626
2.194717859;5.80E-06;2.194717859;-7.85E-09;-0.001351646
2.197713357;5.82E-06;2.197713357;1.89E-08;0.00325332
2.200708854;5.87E-06;2.200708854;4.56E-08;0.007766886
2.203704352;5.97E-06;2.203704352;7.21E-08;0.012081878
2.20669985;6.11E-06;2.20669985;9.84E-08;0.016103889
2.209695348;6.29E-06;2.209695348;1.24E-07;0.019757071
2.212690845;6.51E-06;2.212690845;1.50E-07;0.022987479
2.215686343;6.77E-06;2.215686343;1.75E-07;0.025763832
2.218681841;7.08E-06;2.218681841;1.99E-07;0.028076018
2.221677339;7.42E-06;2.221677339;2.22E-07;0.029931997
2.224672836;7.80E-06;2.224672836;2.44E-07;0.031353826
2.227668334;8.21E-06;2.227668334;2.66E-07;0.032373498
2.230663832;8.66E-06;2.230663832;2.86E-07;0.033029074
2.23365933;9.15E-06;2.23365933;3.05E-07;0.033361427
2.236654827;9.66E-06;2.236654827;3.23E-07;0.033411697
2.239650325;1.02E-05;2.239650325;3.39E-07;0.033219475
2.242645823;1.08E-05;2.242645823;3.53E-07;0.032821606
2.245641321;1.14E-05;2.245641321;3.66E-07;0.03225151
2.248636818;1.20E-05;2.248636818;3.78E-07;0.031538889
2.251632316;1.26E-05;2.251632316;3.87E-07;0.030709704
2.254627814;1.32E-05;2.254627814;3.95E-07;0.029786335
2.257623312;1.39E-05;2.257623312;4.00E-07;0.028787843
2.260618809;1.46E-05;2.260618809;4.04E-07;0.027730296
2.263614307;1.52E-05;2.263614307;4.06E-07;0.0266271
2.266609805;1.59E-05;2.266609805;4.06E-07;0.025489338
2.269605303;1.66E-05;2.269605303;4.03E-07;0.02432608
2.2726008;1.72E-05;2.2726008;3.99E-07;0.023144668
2.275596298;1.79E-05;2.275596298;3.93E-07;0.021950973
2.278591796;1.85E-05;2.278591796;3.85E-07;0.02074962
2.281587294;1.92E-05;2.281587294;3.75E-07;0.019544181
2.284582791;1.98E-05;2.284582791;3.63E-07;0.018337341
2.287578289;2.04E-05;2.287578289;3.49E-07;0.017131045
2.290573787;2.10E-05;2.290573787;3.34E-07;0.015926619
2.293569285;2.15E-05;2.293569285;3.16E-07;0.014724871
2.296564782;2.20E-05;2.296564782;2.98E-07;0.01352618
2.29956028;2.25E-05;2.29956028;2.77E-07;0.012330569
2.302555778;2.29E-05;2.302555778;2.55E-07;0.011137767
2.305551276;2.33E-05;2.305551276;2.32E-07;0.009947262
2.308546773;2.37E-05;2.308546773;2.08E-07;0.008758343
2.311542271;2.41E-05;2.311542271;1.82E-07;0.007570141
2.314537769;2.43E-05;2.314537769;1.55E-07;0.006381657
2.317533267;2.46E-05;2.317533267;1.28E-07;0.005191792
2.320528764;2.48E-05;2.320528764;9.91E-08;0.003999369
2.323524262;2.49E-05;2.323524262;6.99E-08;0.002803155
2.32651976;2.50E-05;2.32651976;4.01E-08;0.001601877
2.329515258;2.51E-05;2.329515258;9.89E-09;0.000394239
2.332510755;2.51E-05;2.332510755;-2.06E-08;-0.000821065
2.335506253;2.50E-05;2.335506253;-5.12E-08;-0.002045344
2.338501751;2.50E-05;2.338501751;-8.18E-08;-0.003279895
2.341497249;2.48E-05;2.341497249;-1.12E-07;-0.004525997
2.344492746;2.46E-05;2.344492746;-1.42E-07;-0.005784911
2.347488244;2.44E-05;2.347488244;-1.72E-07;-0.007057872
2.350483742;2.41E-05;2.350483742;-2.01E-07;-0.008346088
2.35347924;2.37E-05;2.35347924;-2.29E-07;-0.009650743
2.356474737;2.33E-05;2.356474737;-2.56E-07;-0.010972998
2.359470235;2.29E-05;2.359470235;-2.82E-07;-0.012313995
2.362465733;2.24E-05;2.362465733;-3.06E-07;-0.013674862
2.365461231;2.19E-05;2.365461231;-3.29E-07;-0.015056715
2.368456728;2.13E-05;2.368456728;-3.51E-07;-0.016460669
2.371452226;2.07E-05;2.371452226;-3.71E-07;-0.017887838
2.374447724;2.01E-05;2.374447724;-3.89E-07;-0.019339341
2.377443222;1.95E-05;2.377443222;-4.05E-07;-0.020816305
2.380438719;1.88E-05;2.380438719;-4.19E-07;-0.022319866
2.383434217;1.81E-05;2.383434217;-4.31E-07;-0.023851163
2.386429715;1.74E-05;2.386429715;-4.42E-07;-0.02541134
2.389425213;1.67E-05;2.389425213;-4.50E-07;-0.027001538
2.39242071;1.59E-05;2.39242071;-4.56E-07;-0.028622882
2.395416208;1.52E-05;2.395416208;-4.60E-07;-0.030276474
2.398411706;1.44E-05;2.398411706;-4.61E-07;-0.031963375
2.401407204;1.37E-05;2.401407204;-4.61E-07;-0.033684594
2.404402701;1.30E-05;2.404402701;-4.59E-07;-0.035441064
2.407398199;1.22E-05;2.407398199;-4.56E-07;-0.037233629
2.410393697;1.15E-05;2.410393697;-4.50E-07;-0.039063019
2.413389195;1.08E-05;2.413389195;-4.43E-07;-0.040929833
2.416384692;1.01E-05;2.416384692;-4.35E-07;-0.042834515
2.41938019;9.49E-06;2.41938019;-4.25E-07;-0.04477733
2.422375688;8.85E-06;2.422375688;-4.14E-07;-0.046758344
2.425371186;8.23E-06;2.425371186;-4.01E-07;-0.048777397
2.428366683;7.64E-06;2.428366683;-3.88E-07;-0.050834075
2.431362181;7.07E-06;2.431362181;-3.74E-07;-0.052927685
2.434357679;6.54E-06;2.434357679;-3.60E-07;-0.055057217
2.437353177;6.03E-06;2.437353177;-3.45E-07;-0.057221309
2.440348674;5.54E-06;2.440348674;-3.29E-07;-0.0594182
2.443344172;5.09E-06;2.443344172;-3.14E-07;-0.061645676
2.44633967;4.67E-06;2.44633967;-2.98E-07;-0.063901005
2.449335168;4.27E-06;2.449335168;-2.82E-07;-0.066180854
2.452330665;3.90E-06;2.452330665;-2.67E-07;-0.068481188
2.455326163;3.55E-06;2.455326163;-2.52E-07;-0.070797145
2.458321661;3.23E-06;2.458321661;-2.37E-07;-0.073122878
2.461317159;2.94E-06;2.461317159;-2.22E-07;-0.07545136
2.464312656;2.67E-06;2.464312656;-2.08E-07;-0.077774141
2.467308154;2.42E-06;2.467308154;-1.94E-07;-0.080081045
2.470303652;2.19E-06;2.470303652;-1.80E-07;-0.082359796
2.47329915;1.98E-06;2.47329915;-1.68E-07;-0.084595562
2.476294647;1.79E-06;2.476294647;-1.55E-07;-0.086770393
2.479290145;1.62E-06;2.479290145;-1.44E-07;-0.088862542
2.482285643;1.46E-06;2.482285643;-1.33E-07;-0.090845655
2.485281141;1.32E-06;2.485281141;-1.22E-07;-0.09268781
2.488276638;1.19E-06;2.488276638;-1.12E-07;-0.094350408
2.491272136;1.08E-06;2.491272136;-1.03E-07;-0.095786915
2.494267634;9.71E-07;2.494267634;-9.41E-08;-0.096941503
2.497263132;8.77E-07;2.497263132;-8.58E-08;-0.097747639
2.500258629;7.94E-07;2.500258629;-7.79E-08;-0.098126768
2.503254127;7.19E-07;2.503254127;-7.05E-08;-0.097987295
2.506249625;6.53E-07;2.506249625;-6.35E-08;-0.097224171
2.509245123;5.94E-07;2.509245123;-5.69E-08;-0.095719556
2.51224062;5.43E-07;2.51224062;-5.07E-08;-0.093345124
