meas N = 3;meas N = 3;meas N = 3
9.960000000E-01;5.598480366E-05;-2.108074849E-07
9.970000000E-01;5.788369714E-05;-9.637965653E-08
9.980000000E-01;5.965578340E-05;-2.944567194E-07
9.990000000E-01;6.125862437E-05;-9.624620580E-08
1.000000000E+00;6.257698080E-05;-2.922511661E-07
1.001000000E+00;6.390086922E-05;-1.667763730E-07
1.002000000E+00;6.498844730E-05;-1.618119459E-07
1.003000000E+00;6.572452324E-05;-3.030912333E-07
1.004000000E+00;6.630302665E-05;-1.913616804E-07
1.005000000E+00;6.684553957E-05;-4.132359746E-07
1.006000000E+00;6.698458910E-05;-2.332933782E-07
1.007000000E+00;6.711903897E-05;-2.145511861E-07
1.008000000E+00;6.684541364E-05;-2.313068419E-07
1.009000000E+00;6.650520194E-05;-2.264941469E-07
1.010000000E+00;6.577132157E-05;-1.415807656E-07
1.011000000E+00;6.492136313E-05;-2.178533193E-07
1.012000000E+00;6.365275712E-05;-1.124008059E-07
1.013000000E+00;6.333379669E-05;-2.196104619E-07
1.014000000E+00;6.181554748E-05;-2.705821434E-07
1.015000000E+00;6.039080132E-05;-2.686380481E-07
1.016000000E+00;5.883624216E-05;-2.677787537E-07
1.017000000E+00;5.728783300E-05;-2.862370516E-07
1.018000000E+00;5.575993349E-05;-1.752320485E-07
1.019000000E+00;5.405110822E-05;-1.532167510E-07
1.020000000E+00;5.264812525E-05;-2.428433236E-07
1.021000000E+00;5.165929981E-05;-2.141218270E-07
1.022000000E+00;5.047167197E-05;-1.493775577E-07
1.023000000E+00;4.996298968E-05;-2.326693182E-07
1.024000000E+00;4.954401425E-05;-1.344756004E-07
1.025000000E+00;4.944396152E-05;-6.980697364E-08
1.026000000E+00;4.982240228E-05;-9.841429458E-08
1.027000000E+00;5.014707470E-05;-1.133558617E-07
1.028000000E+00;5.074872919E-05;-2.143714794E-07
1.029000000E+00;5.137696998E-05;-3.031650457E-08
1.030000000E+00;5.212799022E-05;-1.360535801E-07
1.031000000E+00;5.264115403E-05;-2.366336757E-07
1.032000000E+00;5.317449277E-05;-2.202638574E-07
1.033000000E+00;5.361912101E-05;-1.082745600E-07
1.034000000E+00;5.362368448E-05;-1.452629634E-07
1.035000000E+00;5.367653657E-05;-2.031302349E-07
1.036000000E+00;5.327511496E-05;-1.338199075E-07
1.037000000E+00;5.257909409E-05;-1.280717345E-07
1.038000000E+00;5.160443875E-05;-1.850801055E-07
1.039000000E+00;5.054978634E-05;-2.250711163E-07
1.040000000E+00;4.918774760E-05;-2.265226656E-07
1.041000000E+00;4.756514013E-05;-1.455890349E-07
1.042000000E+00;4.578512733E-05;-1.147880017E-07
1.043000000E+00;4.400684699E-05;-8.276288219E-08
1.044000000E+00;4.195110842E-05;-1.197593016E-07
1.045000000E+00;4.023424867E-05;-1.016972481E-07
1.046000000E+00;3.789113727E-05;-1.339326207E-07
1.047000000E+00;3.585478748E-05;-1.287252673E-07
1.048000000E+00;3.377806511E-05;-1.618094067E-07
1.049000000E+00;3.181975932E-05;-1.333698872E-07
1.050000000E+00;2.975822196E-05;-1.053250564E-07
1.051000000E+00;2.784260348E-05;-7.602267890E-08
1.052000000E+00;2.602841005E-05;-9.254795675E-08
1.053000000E+00;2.440224038E-05;-7.264881513E-08
1.054000000E+00;2.259579403E-05;-6.289102243E-08
1.055000000E+00;2.105903907E-05;-1.051067510E-07
1.056000000E+00;1.959518049E-05;-1.150357095E-07
1.057000000E+00;1.817636763E-05;-5.491596310E-08
1.058000000E+00;1.684819049E-05;-7.463011726E-08
1.059000000E+00;1.565600164E-05;-5.954249656E-08
1.060000000E+00;1.452321692E-05;-9.646628452E-08
1.061000000E+00;1.345394956E-05;-6.081856775E-08
1.062000000E+00;1.240599214E-05;-7.730648294E-08
1.063000000E+00;1.152681033E-05;-6.299005607E-08
1.064000000E+00;1.068604884E-05;-5.191409664E-08
1.065000000E+00;9.594294842E-06;-3.134144961E-08
1.066000000E+00;9.049750289E-06;-4.652647304E-08
1.067000000E+00;8.353739307E-06;-2.987249063E-08
1.068000000E+00;7.757516342E-06;-4.407960109E-08
1.069000000E+00;7.357630409E-06;-4.539717729E-08
1.070000000E+00;6.746375564E-06;-3.567985929E-08
1.071000000E+00;6.180118780E-06;-3.318912768E-08
1.072000000E+00;5.661929938E-06;-3.814167215E-08
1.073000000E+00;5.193158920E-06;-3.960796793E-08
1.074000000E+00;4.625763116E-06;-4.928525083E-08
1.075000000E+00;4.351688177E-06;-3.887570584E-08
1.076000000E+00;4.021697497E-06;-3.826434244E-08
1.077000000E+00;3.697975277E-06;-4.413345262E-08
1.078000000E+00;3.386986658E-06;-3.996262094E-08
1.079000000E+00;3.119652322E-06;-3.436227438E-08
1.080000000E+00;2.848009301E-06;-3.033349847E-08
1.081000000E+00;2.641358457E-06;-3.347217167E-08
1.082000000E+00;2.450810648E-06;-3.258360279E-08
1.083000000E+00;2.257660598E-06;-3.297952361E-08
1.084000000E+00;2.079117762E-06;-3.064032908E-08
1.085000000E+00;1.867411932E-06;-2.206151121E-08
1.086000000E+00;1.783346294E-06;-2.782926929E-08
1.087000000E+00;1.678816121E-06;-2.441313293E-08
1.088000000E+00;1.550014231E-06;-2.808019769E-08
1.089000000E+00;1.413534249E-06;-2.883494298E-08
1.090000000E+00;1.259747216E-06;-2.447787887E-08
1.091000000E+00;1.133205589E-06;-3.179766400E-08
1.092000000E+00;1.046150657E-06;-3.100243921E-08
1.093000000E+00;9.019086628E-07;-3.738241217E-08
1.094000000E+00;8.381992115E-07;-2.685951509E-08
1.095000000E+00;7.593446074E-07;-2.289779620E-08
1.096000000E+00;6.309074446E-07;-5.510886018E-09
1.097000000E+00;4.046126430E-07;3.276396032E-08
1.098000000E+00;3.373091037E-07;4.625952900E-08
1.099000000E+00;3.277223084E-07;5.867723985E-08
1.100000000E+00;4.332314167E-07;6.611767597E-08
1.101000000E+00;6.368746769E-07;6.423521498E-08
1.102000000E+00;9.072882329E-07;6.635844424E-08
1.103000000E+00;1.200565379E-06;5.993025313E-08
1.104000000E+00;1.527379348E-06;5.291380535E-08
1.105000000E+00;2.005110483E-06;5.069407775E-08
1.106000000E+00;2.278474744E-06;4.939062086E-08
1.107000000E+00;2.695836362E-06;5.016090461E-08
1.108000000E+00;3.202348330E-06;5.369507081E-08
1.109000000E+00;3.762611382E-06;5.286323231E-08
1.110000000E+00;4.434160189E-06;3.864116315E-08
1.111000000E+00;5.463995277E-06;3.913032375E-08
1.112000000E+00;6.051858927E-06;3.198552864E-08
1.113000000E+00;6.807571300E-06;1.889951038E-08
1.114000000E+00;7.642541289E-06;3.347192439E-08
1.115000000E+00;8.531063916E-06;1.261021748E-08
1.116000000E+00;9.765494671E-06;-7.949409242E-09
1.117000000E+00;1.044081127E-05;-2.199799103E-09
1.118000000E+00;1.136814329E-05;6.940865085E-09
1.119000000E+00;1.238231512E-05;1.438500259E-09
1.120000000E+00;1.338291417E-05;3.754591329E-09
1.121000000E+00;1.457986580E-05;-1.300884738E-08
1.122000000E+00;1.570023892E-05;-7.912568177E-09
1.123000000E+00;1.694546039E-05;-5.590198887E-10
1.124000000E+00;1.820800474E-05;-2.345078954E-08
1.125000000E+00;2.002813444E-05;3.869236930E-09
1.126000000E+00;2.109751575E-05;-3.968106267E-08
1.127000000E+00;2.266227798E-05;-8.107669154E-08
1.128000000E+00;2.411214855E-05;-5.130529712E-08
1.129000000E+00;2.599295752E-05;-3.688948067E-08
1.130000000E+00;2.744959221E-05;-3.480816243E-08
1.131000000E+00;2.925128013E-05;-7.939654315E-08
1.132000000E+00;3.103135400E-05;-3.189867045E-08
1.133000000E+00;3.290356222E-05;-3.140182989E-08
1.134000000E+00;3.496681598E-05;4.963255281E-09
1.135000000E+00;3.690731036E-05;-6.048911045E-08
1.136000000E+00;3.866446538E-05;-9.272030657E-08
1.137000000E+00;4.091611093E-05;-1.244705379E-07
1.138000000E+00;4.287451628E-05;-1.413571764E-07
1.139000000E+00;4.465597028E-05;-1.218328146E-07
1.140000000E+00;4.662965211E-05;-2.163434760E-07
1.141000000E+00;4.884629422E-05;-3.702891052E-08
1.142000000E+00;5.010535891E-05;-7.248965365E-08
1.143000000E+00;5.158750176E-05;-1.935827899E-07
1.144000000E+00;5.298763162E-05;-1.297672416E-07
1.145000000E+00;5.436888386E-05;-2.270487126E-07
1.146000000E+00;5.561156932E-05;-3.077057651E-07
1.147000000E+00;5.677683585E-05;-2.498285348E-07
1.148000000E+00;5.761843389E-05;-9.839657983E-08
1.149000000E+00;5.872764716E-05;-1.550115427E-07
1.150000000E+00;5.935273061E-05;-3.270016518E-07
1.151000000E+00;5.992346453E-05;-3.598268089E-07
1.152000000E+00;6.071330396E-05;-1.380920420E-07
1.153000000E+00;6.095371399E-05;-2.184674821E-07
1.154000000E+00;6.122029882E-05;-3.003387136E-07
1.155000000E+00;6.135475189E-05;-2.147785266E-07
1.156000000E+00;6.131056978E-05;-2.674055143E-07
1.157000000E+00;6.131677454E-05;-1.657300978E-07
1.158000000E+00;6.116425356E-05;-2.321881583E-07
1.159000000E+00;6.068823912E-05;-1.281500876E-07
1.160000000E+00;6.022706513E-05;-1.795206862E-07
1.161000000E+00;5.934160199E-05;-9.649551123E-08
1.162000000E+00;5.881321684E-05;-1.191684237E-07
1.163000000E+00;5.793667398E-05;-2.503755543E-07
1.164000000E+00;5.680209638E-05;-2.599945625E-07
1.165000000E+00;5.580256838E-05;-2.146388360E-07
1.166000000E+00;5.452449843E-05;-2.632803159E-07
1.167000000E+00;5.323865099E-05;-1.981947324E-07
1.168000000E+00;5.182394552E-05;-2.204139044E-07
1.169000000E+00;5.039102869E-05;-2.632713022E-07
1.170000000E+00;4.944940036E-05;-1.666142804E-07
1.171000000E+00;4.757741536E-05;-2.149984451E-07
1.172000000E+00;4.582883914E-05;-1.921593412E-07
1.173000000E+00;4.410476735E-05;-1.407236501E-07
1.174000000E+00;4.227989233E-05;-1.475696921E-07
1.175000000E+00;4.029250773E-05;-1.649876112E-07
1.176000000E+00;3.881892829E-05;-1.182396636E-07
1.177000000E+00;3.748491297E-05;-1.843516652E-07
1.178000000E+00;3.607029497E-05;-1.433657602E-07
1.179000000E+00;3.529261455E-05;-1.662299302E-07
1.180000000E+00;3.462326017E-05;-1.544063760E-07
1.181000000E+00;3.433427247E-05;-9.186340195E-08
1.182000000E+00;3.442391691E-05;-1.008526365E-07
1.183000000E+00;3.478846048E-05;-8.535843026E-08
1.184000000E+00;3.546258350E-05;-1.812020510E-07
1.185000000E+00;3.625331840E-05;-1.532352189E-07
1.186000000E+00;3.723999896E-05;-8.955345543E-08
1.187000000E+00;3.856572619E-05;-1.924665680E-07
1.188000000E+00;3.979482670E-05;-1.693588670E-07
1.189000000E+00;4.113719917E-05;-1.832377579E-07
1.190000000E+00;4.260226145E-05;-9.078377776E-08
1.191000000E+00;4.380899859E-05;-2.029859083E-07
1.192000000E+00;4.515234408E-05;-1.929654058E-07
1.193000000E+00;4.620880929E-05;-1.758337404E-07
1.194000000E+00;4.701775990E-05;-1.644409016E-07
1.195000000E+00;4.787923433E-05;-1.900938192E-07
1.196000000E+00;4.843356301E-05;-2.061958628E-07
1.197000000E+00;4.889767261E-05;-1.819062665E-07
1.198000000E+00;4.905917489E-05;-2.381104186E-07
1.199000000E+00;4.910555904E-05;-1.363022588E-07
1.200000000E+00;4.884965231E-05;-1.385755808E-07
1.201000000E+00;4.857963485E-05;-1.082051041E-07
1.202000000E+00;4.817657236E-05;-2.049162362E-07
1.203000000E+00;4.754041963E-05;-1.204285720E-07
1.204000000E+00;4.680069169E-05;-1.313764703E-07
1.205000000E+00;4.588061196E-05;-1.376861762E-07
1.206000000E+00;4.481088187E-05;-1.283019108E-07
1.207000000E+00;4.368953312E-05;-1.498546143E-07
1.208000000E+00;4.238764344E-05;-1.091546429E-07
1.209000000E+00;4.113881116E-05;-1.168036739E-07
1.210000000E+00;3.974795976E-05;-1.678400938E-07
1.211000000E+00;3.818923649E-05;-4.229335688E-08
1.212000000E+00;3.685044689E-05;-2.068886275E-07
1.213000000E+00;3.532493896E-05;-1.278475062E-07
1.214000000E+00;3.374368563E-05;-7.241859272E-08
1.215000000E+00;3.220561357E-05;-1.341223818E-07
1.216000000E+00;3.063215369E-05;-1.251450397E-07
1.217000000E+00;2.908265299E-05;-1.052814112E-07
1.218000000E+00;2.733350794E-05;-1.124037986E-07
1.219000000E+00;2.603229938E-05;-8.477653165E-08
1.220000000E+00;2.462816718E-05;-1.258077985E-07
1.221000000E+00;2.316360273E-05;-9.233085319E-08
1.222000000E+00;2.182058848E-05;-3.538987496E-08
1.223000000E+00;2.047129988E-05;-7.721523138E-08
1.224000000E+00;1.920632567E-05;-9.286380577E-08
1.225000000E+00;1.796804544E-05;-4.734450248E-08
1.226000000E+00;1.681992465E-05;-6.531773482E-08
1.227000000E+00;1.571564794E-05;-6.414252241E-08
1.228000000E+00;1.468245130E-05;-8.160492335E-08
1.229000000E+00;1.368252592E-05;-7.589578268E-08
1.230000000E+00;1.277319892E-05;-4.623623719E-08
1.231000000E+00;1.187724873E-05;-4.954381392E-08
1.232000000E+00;1.105566772E-05;-6.600056535E-08
1.233000000E+00;1.020406233E-05;-2.744524587E-08
1.234000000E+00;9.325762148E-06;-5.285306476E-08
1.235000000E+00;8.880980901E-06;-4.990714055E-08
1.236000000E+00;8.269070366E-06;-6.005573035E-08
1.237000000E+00;7.687990243E-06;-4.664651156E-08
1.238000000E+00;7.122494165E-06;-5.500798835E-08
1.239000000E+00;6.624487307E-06;-4.835782962E-08
1.240000000E+00;6.125170742E-06;-4.455593690E-08
1.241000000E+00;5.714640020E-06;-3.967322043E-08
1.242000000E+00;5.278618096E-06;-3.727995777E-08
1.243000000E+00;4.767109680E-06;-3.135017805E-08
1.244000000E+00;4.486965563E-06;-3.055495623E-08
1.245000000E+00;4.173715313E-06;-2.048086419E-08
1.246000000E+00;3.875546937E-06;-3.381634179E-08
1.247000000E+00;3.585090915E-06;-2.509671804E-08
1.248000000E+00;3.301823766E-06;-2.988010599E-08
1.249000000E+00;3.053955495E-06;-3.012768199E-08
1.250000000E+00;2.821923636E-06;-2.758687095E-08
1.251000000E+00;2.584267673E-06;-3.353327096E-08
1.252000000E+00;2.389022478E-06;-2.876316167E-08
1.253000000E+00;2.189492295E-06;-2.813794189E-08
1.254000000E+00;2.014477094E-06;-2.766592235E-08
1.255000000E+00;1.815252795E-06;-3.026622224E-08
1.256000000E+00;1.701995268E-06;-2.770863430E-08
1.257000000E+00;1.582674222E-06;-2.954495890E-08
1.258000000E+00;1.441406607E-06;-2.913808598E-08
1.259000000E+00;1.324001151E-06;-3.439690394E-08
1.260000000E+00;1.223096363E-06;-3.168787661E-08
1.261000000E+00;1.122675366E-06;-2.874838211E-08
1.262000000E+00;1.036247559E-06;-2.538020011E-08
1.263000000E+00;9.223924620E-07;-2.151875695E-08
1.264000000E+00;8.696635283E-07;-2.641856356E-08
1.265000000E+00;8.030312858E-07;-2.254322059E-08
1.266000000E+00;7.514627919E-07;-2.318138224E-08
1.267000000E+00;7.015108809E-07;-1.709275077E-08
1.268000000E+00;6.539341070E-07;-2.218033229E-08
1.269000000E+00;6.076675541E-07;-2.221090098E-08
1.270000000E+00;5.564160065E-07;-1.998743512E-08
1.271000000E+00;5.264244902E-07;-1.844272739E-08
1.272000000E+00;4.639211659E-07;-1.672719319E-08
1.273000000E+00;4.390870689E-07;-1.778820820E-08
1.274000000E+00;3.973641384E-07;-2.057551476E-08
1.275000000E+00;3.584090737E-07;-1.738730294E-08
1.276000000E+00;3.201295881E-07;-1.715117481E-08
1.277000000E+00;2.859079308E-07;-1.122083829E-08
1.278000000E+00;2.466294295E-07;-6.970751354E-09
1.279000000E+00;1.786484823E-07;1.354854131E-08
1.280000000E+00;1.391196768E-07;3.214138124E-08
1.281000000E+00;1.026311753E-07;4.686836707E-08
1.282000000E+00;9.774149535E-08;5.808294420E-08
1.283000000E+00;1.306613262E-07;6.809477566E-08
1.284000000E+00;1.915215227E-07;6.242346722E-08
1.285000000E+00;2.686733199E-07;6.450136160E-08
1.286000000E+00;3.732526048E-07;6.120527414E-08
1.287000000E+00;4.941183005E-07;5.999376923E-08
1.288000000E+00;6.434838193E-07;6.105939917E-08
1.289000000E+00;7.816251338E-07;5.994607988E-08
1.290000000E+00;1.020906355E-06;5.623420822E-08
1.291000000E+00;1.139510642E-06;5.901975991E-08
1.292000000E+00;1.366138153E-06;5.449642660E-08
1.293000000E+00;1.612010557E-06;5.994695920E-08
1.294000000E+00;1.976101736E-06;5.864465248E-08
1.295000000E+00;2.170388565E-06;5.216734006E-08
1.296000000E+00;2.526096290E-06;5.364474744E-08
1.297000000E+00;2.932475746E-06;4.764444592E-08
1.298000000E+00;3.339218106E-06;5.187024284E-08
1.299000000E+00;3.787275355E-06;3.760787743E-08
1.300000000E+00;4.217198227E-06;4.230440976E-08
1.301000000E+00;4.868311727E-06;3.526689568E-08
1.302000000E+00;5.230283013E-06;3.265930824E-08
1.303000000E+00;5.716430208E-06;3.589970821E-08
1.304000000E+00;6.260422224E-06;2.942444829E-08
1.305000000E+00;6.821671492E-06;2.790919874E-08
1.306000000E+00;7.435726730E-06;2.284120631E-08
1.307000000E+00;8.093258314E-06;3.491937919E-08
1.308000000E+00;8.794052221E-06;2.456588021E-08
1.309000000E+00;9.733669621E-06;-3.297438574E-08
1.310000000E+00;1.027241685E-05;2.384523286E-08
1.311000000E+00;1.111858563E-05;-8.197783190E-10
1.312000000E+00;1.186557844E-05;1.572532562E-08
1.313000000E+00;1.274900148E-05;-2.884133724E-09
1.314000000E+00;1.371668856E-05;-1.565175937E-08
1.315000000E+00;1.467320856E-05;1.175975973E-08
1.316000000E+00;1.571379898E-05;-8.036568537E-09
1.317000000E+00;1.675348215E-05;-2.321034330E-08
1.318000000E+00;1.802609923E-05;-2.639160154E-09
1.319000000E+00;1.941319312E-05;1.350566108E-09
1.320000000E+00;2.040058188E-05;-3.051559071E-08
1.321000000E+00;2.170025876E-05;-4.380317989E-08
1.322000000E+00;2.285283397E-05;-5.735303127E-08
1.323000000E+00;2.421776235E-05;2.831731871E-09
1.324000000E+00;2.562602328E-05;-6.917954424E-08
1.325000000E+00;2.706492594E-05;-1.010719197E-07
1.326000000E+00;2.848817598E-05;-7.390211346E-08
1.327000000E+00;2.997236467E-05;-9.713166777E-08
1.328000000E+00;3.148704599E-05;-9.379435769E-08
1.329000000E+00;3.302884484E-05;-8.669844052E-08
1.330000000E+00;3.445027384E-05;-1.160490621E-07
1.331000000E+00;3.608117769E-05;-1.931050361E-08
1.332000000E+00;3.734144061E-05;-7.500032025E-08
1.333000000E+00;3.820087517E-05;-3.325850432E-08
1.334000000E+00;3.978122333E-05;-1.144152828E-07
1.335000000E+00;4.135761221E-05;-1.498932051E-07
1.336000000E+00;4.223350454E-05;-1.019596079E-07
1.337000000E+00;4.414080656E-05;-2.322796197E-07
1.338000000E+00;4.515761296E-05;-2.099149863E-07
1.339000000E+00;4.641449438E-05;-2.214234443E-07
1.340000000E+00;4.808826413E-05;-1.495599531E-07
1.341000000E+00;4.868898120E-05;-1.592658111E-07
1.342000000E+00;4.972490751E-05;-1.780197152E-07
1.343000000E+00;5.073363876E-05;-1.074240020E-07
1.344000000E+00;5.153908953E-05;-2.024052572E-07
1.345000000E+00;5.236779760E-05;-1.012163705E-07
1.346000000E+00;5.316740541E-05;-9.860636747E-08
1.347000000E+00;5.383622418E-05;-2.474636884E-07
1.348000000E+00;5.439979431E-05;-1.983447792E-07
1.349000000E+00;5.505873965E-05;-2.957985178E-07
1.350000000E+00;5.545744675E-05;-1.571096131E-07
1.351000000E+00;5.587310634E-05;-2.683738715E-07
1.352000000E+00;5.614252592E-05;-2.193497309E-07
1.353000000E+00;5.651028811E-05;-1.622645425E-07
1.354000000E+00;5.677440994E-05;-2.292954559E-07
1.355000000E+00;5.683078784E-05;-1.979247987E-07
1.356000000E+00;5.680703122E-05;-2.383812358E-07
1.357000000E+00;5.691014344E-05;-1.367198427E-07
1.358000000E+00;5.675655581E-05;-4.851111286E-08
1.359000000E+00;5.659056640E-05;-1.590509929E-07
1.360000000E+00;5.636623601E-05;-2.368127200E-07
1.361000000E+00;5.600975672E-05;-1.601254448E-07
1.362000000E+00;5.565650826E-05;-2.217264213E-07
1.363000000E+00;5.521435956E-05;-3.821176959E-07
1.364000000E+00;5.474930852E-05;-1.702747915E-07
1.365000000E+00;5.414965565E-05;-1.626867571E-07
1.366000000E+00;5.376855358E-05;-1.805550684E-07
1.367000000E+00;5.313659150E-05;-2.592368743E-07
1.368000000E+00;5.255527997E-05;-1.753412913E-07
1.369000000E+00;5.179307424E-05;-2.654544471E-07
1.370000000E+00;5.114701908E-05;-1.826510372E-07
1.371000000E+00;5.031428082E-05;-2.049584398E-07
1.372000000E+00;4.956484196E-05;-2.649331784E-07
1.373000000E+00;4.872725468E-05;-1.443821200E-07
1.374000000E+00;4.807219460E-05;-1.391671271E-07
1.375000000E+00;4.690825348E-05;-1.657818656E-07
1.376000000E+00;4.595056529E-05;-2.219474819E-07
1.377000000E+00;4.528311130E-05;-1.281239685E-07
1.378000000E+00;4.405587219E-05;-8.991680446E-08
1.379000000E+00;4.280787563E-05;-2.270006151E-07
1.380000000E+00;4.163186779E-05;-2.796039992E-07
1.381000000E+00;4.037764714E-05;-1.670146503E-07
1.382000000E+00;3.900888163E-05;-1.339545431E-07
1.383000000E+00;3.772191178E-05;-1.433918190E-07
1.384000000E+00;3.621455677E-05;-6.786316749E-08
1.385000000E+00;3.470455817E-05;-1.685459806E-07
1.386000000E+00;3.311188279E-05;-2.298295148E-07
1.387000000E+00;3.146986452E-05;-1.891700197E-07
1.388000000E+00;2.985628329E-05;-2.019110476E-07
1.389000000E+00;2.819417561E-05;-1.014712965E-07
1.390000000E+00;2.664639394E-05;-1.435458862E-07
1.391000000E+00;2.520376097E-05;-1.343453882E-07
1.392000000E+00;2.384244383E-05;-1.392400942E-07
1.393000000E+00;2.264061483E-05;-8.222503869E-08
1.394000000E+00;2.172792323E-05;-8.553270466E-08
1.395000000E+00;2.107961816E-05;-7.305607410E-08
1.396000000E+00;2.064601555E-05;-8.423364453E-08
1.397000000E+00;2.047108099E-05;-6.747877448E-08
1.398000000E+00;2.061887398E-05;-1.122485224E-07
1.399000000E+00;2.096419038E-05;-6.630805455E-08
1.400000000E+00;2.161143303E-05;-7.610287192E-08
1.401000000E+00;2.254202613E-05;-8.544922383E-08
1.402000000E+00;2.357160325E-05;-1.166605889E-07
1.403000000E+00;2.472024061E-05;-6.383935153E-08
1.404000000E+00;2.616755576E-05;-8.523094244E-08
1.405000000E+00;2.755596662E-05;-7.130018838E-08
1.406000000E+00;2.919963597E-05;-5.080837199E-08
1.407000000E+00;3.085722505E-05;-8.225207183E-08
1.408000000E+00;3.239827092E-05;-1.121642074E-07
1.409000000E+00;3.409407877E-05;-6.036958375E-08
1.410000000E+00;3.566065589E-05;-1.047510746E-07
1.411000000E+00;3.708879601E-05;-1.304556516E-07
1.412000000E+00;3.852563381E-05;-1.131940995E-07
1.413000000E+00;4.001225129E-05;-1.750800963E-07
1.414000000E+00;4.126445012E-05;-7.657612850E-08
1.415000000E+00;4.230624529E-05;-1.725841684E-07
1.416000000E+00;4.343935004E-05;-1.291582137E-07
1.417000000E+00;4.437998143E-05;-1.278100784E-07
1.418000000E+00;4.503789314E-05;-1.192443212E-07
1.419000000E+00;4.579887093E-05;-2.127947388E-07
1.420000000E+00;4.648061085E-05;-1.447522883E-07
1.421000000E+00;4.696456314E-05;-9.513437261E-08
1.422000000E+00;4.742960536E-05;-2.781307032E-07
1.423000000E+00;4.793609628E-05;-1.709195040E-07
1.424000000E+00;4.827862434E-05;-1.966009707E-07
1.425000000E+00;4.847265615E-05;-1.005518802E-07
1.426000000E+00;4.855645821E-05;-1.066332872E-07
1.427000000E+00;4.851545839E-05;-1.846213219E-07
1.428000000E+00;4.842921957E-05;-1.540835325E-07
1.429000000E+00;4.835346528E-05;-1.329667294E-07
1.430000000E+00;4.820099055E-05;-1.069663573E-07
1.431000000E+00;4.785418850E-05;-1.172479317E-07
1.432000000E+00;4.747751223E-05;-1.394556904E-07
1.433000000E+00;4.705883882E-05;-1.644946069E-07
1.434000000E+00;4.642173492E-05;-2.091442445E-07
1.435000000E+00;4.598532666E-05;-1.228655597E-07
1.436000000E+00;4.538836919E-05;-2.525936063E-07
1.437000000E+00;4.456825530E-05;-1.923905353E-07
1.438000000E+00;4.391825302E-05;-2.255590271E-07
1.439000000E+00;4.307813924E-05;-1.189716461E-07
1.440000000E+00;4.220067513E-05;-1.380664850E-07
1.441000000E+00;4.123171834E-05;-1.898547973E-07
1.442000000E+00;4.039078283E-05;-1.146331555E-07
1.443000000E+00;3.938024206E-05;-1.593974632E-07
1.444000000E+00;3.830228540E-05;-2.853780146E-07
1.445000000E+00;3.725610861E-05;-1.719251922E-07
1.446000000E+00;3.617094459E-05;-9.319619174E-08
1.447000000E+00;3.496026849E-05;-1.521192979E-07
1.448000000E+00;3.385469443E-05;-1.366564512E-07
1.449000000E+00;3.273227157E-05;-7.404402309E-08
1.450000000E+00;3.147699493E-05;-9.656532206E-08
1.451000000E+00;3.028296730E-05;-1.387041234E-07
1.452000000E+00;2.908796890E-05;-1.303214393E-07
1.453000000E+00;2.788337343E-05;-1.222792935E-07
1.454000000E+00;2.674851059E-05;-1.502747356E-07
1.455000000E+00;2.543751218E-05;-9.881047632E-08
1.456000000E+00;2.425519886E-05;-1.193399020E-07
1.457000000E+00;2.308665387E-05;-7.854427773E-08
1.458000000E+00;2.198397584E-05;-6.116651711E-08
1.459000000E+00;2.068837014E-05;-1.232632027E-07
1.460000000E+00;1.968683513E-05;-8.637410102E-08
1.461000000E+00;1.864129830E-05;-9.254256849E-08
1.462000000E+00;1.759639989E-05;-6.086535313E-08
1.463000000E+00;1.653826764E-05;-5.198179468E-08
1.464000000E+00;1.554334398E-05;-9.250710381E-08
1.465000000E+00;1.468013324E-05;-5.935227318E-08
1.466000000E+00;1.370664297E-05;-7.381376072E-08
1.467000000E+00;1.291834400E-05;-7.071992356E-08
1.468000000E+00;1.214653239E-05;-5.295874346E-08
1.469000000E+00;1.134568699E-05;-4.486326954E-08
1.470000000E+00;1.061192789E-05;-5.404329753E-08
1.471000000E+00;9.683103402E-06;-8.613044598E-08
1.472000000E+00;9.211741479E-06;-3.747994924E-08
1.473000000E+00;8.585866400E-06;-5.394185024E-08
1.474000000E+00;7.984648965E-06;-5.594309408E-08
1.475000000E+00;7.420389586E-06;-5.082485464E-08
1.476000000E+00;6.969010987E-06;-3.825983165E-08
1.477000000E+00;6.466920552E-06;-4.054115648E-08
1.478000000E+00;5.981952201E-06;-4.829875532E-08
1.479000000E+00;5.557738281E-06;-4.898859651E-08
1.480000000E+00;5.158721408E-06;-3.444481722E-08
1.481000000E+00;4.610814383E-06;-3.341834650E-08
1.482000000E+00;4.377618774E-06;-2.463021788E-08
1.483000000E+00;4.068392554E-06;-2.981442739E-08
1.484000000E+00;3.757420764E-06;-3.324512264E-08
1.485000000E+00;3.474573880E-06;-3.114665882E-08
1.486000000E+00;3.190898717E-06;-3.081470961E-08
1.487000000E+00;2.943744695E-06;-2.527741732E-08
1.488000000E+00;2.712157735E-06;-2.586255042E-08
1.489000000E+00;2.499004676E-06;-2.860552010E-08
1.490000000E+00;2.306438983E-06;-2.399727702E-08
1.491000000E+00;2.114301007E-06;-2.152681354E-08
1.492000000E+00;1.887446747E-06;-2.124150072E-08
1.493000000E+00;1.773329129E-06;-2.074738601E-08
1.494000000E+00;1.636970445E-06;-1.334188380E-08
1.495000000E+00;1.504471619E-06;-1.295518303E-08
1.496000000E+00;1.374727357E-06;-1.660257023E-08
