*Time 	VG2_Volt
0	6,12303176911189E-23
0,00128205128205128	1,04528463267653E-7
0,00256410256410256	2,07911690817759E-7
0,00384615384615385	3,09016994374947E-7
0,00512820512820513	4,067366430758E-7
0,00641025641025641	5E-7
0,00769230769230769	5,87785252292473E-7
0,00897435897435897	6,69130606358858E-7
0,0102564102564103	7,43144825477394E-7
0,0115384615384615	8,09016994374947E-7
0,0128205128205128	8,66025403784439E-7
0,0141025641025641	9,13545457642601E-7
0,0153846153846154	9,51056516295154E-7
0,0166666666666667	9,78147600733806E-7
0,017948717948718	9,94521895368273E-7
0,0192307692307692	1E-6
0,0205128205128205	9,94521895368273E-7
0,0217948717948718	9,78147600733805E-7
0,0230769230769231	9,51056516295154E-7
0,0243589743589744	9,13545457642601E-7
0,0256410256410256	8,66025403784439E-7
0,0269230769230769	8,09016994374948E-7
0,0282051282051282	7,43144825477394E-7
0,0294871794871795	6,69130606358859E-7
0,0307692307692308	5,87785252292473E-7
0,032051282051282	5,00000000000001E-7
0,0333333333333333	4,067366430758E-7
0,0346153846153846	3,09016994374947E-7
0,0358974358974359	2,07911690817759E-7
0,0371794871794872	1,04528463267653E-7
0,0384615384615385	-3,82858892158944E-22
0,0397435897435897	-1,04528463267654E-7
0,041025641025641	-2,0791169081776E-7
0,0423076923076923	-3,09016994374948E-7
0,0435897435897436	-4,06736643075801E-7
0,0448717948717949	-5,00000000000001E-7
0,0461538461538462	-5,87785252292474E-7
0,0474358974358975	-6,6913060635886E-7
0,0487179487179487	-7,43144825477395E-7
0,05	-8,09016994374949E-7
0,0512820512820513	-8,6602540378444E-7
0,0525641025641026	-9,13545457642602E-7
0,0538461538461539	-9,51056516295154E-7
0,0551282051282052	-9,78147600733806E-7
0,0564102564102564	-9,94521895368274E-7
0,0576923076923077	-1E-6
0,058974358974359	-9,94521895368273E-7
0,0602564102564103	-9,78147600733805E-7
0,0615384615384616	-9,51056516295152E-7
0,0628205128205129	-9,13545457642599E-7
0,0641025641025641	-8,66025403784437E-7
0,0653846153846154	-8,09016994374946E-7
0,0666666666666667	-7,43144825477393E-7
0,067948717948718	-6,69130606358857E-7
0,0692307692307693	-5,87785252292472E-7
0,0705128205128205	-4,99999999999999E-7
0,0717948717948718	-4,06736643075799E-7
0,0730769230769231	-3,09016994374947E-7
0,0743589743589744	-2,07911690817759E-7
0,0756410256410256	-1,04528463267653E-7
0,0769230769230769	-1,83690953073357E-22
0,0782051282051282	1,04528463267652E-7
0,0794871794871795	2,07911690817758E-7
0,0807692307692307	3,09016994374945E-7
0,082051282051282	4,06736643075798E-7
0,0833333333333333	4,99999999999998E-7
0,0846153846153846	5,8778525229247E-7
0,0858974358974359	6,69130606358856E-7
0,0871794871794871	7,43144825477391E-7
0,0884615384615384	8,09016994374945E-7
0,0897435897435897	8,66025403784436E-7
0,091025641025641	9,13545457642599E-7
0,0923076923076922	9,51056516295152E-7
0,0935897435897435	9,78147600733804E-7
0,0948717948717948	9,94521895368273E-7
0,0961538461538461	1E-6
0,0974358974358974	9,94521895368274E-7
0,0987179487179486	9,78147600733807E-7
0,0999999999999999	9,51056516295156E-7
0,101282051282051	9,13545457642604E-7
0,102564102564102	8,66025403784443E-7
0,103846153846154	8,09016994374953E-7
0,105128205128205	7,431448254774E-7
0,106410256410256	6,69130606358865E-7
0,107692307692308	5,87785252292481E-7
0,108974358974359	5,00000000000009E-7
0,11025641025641	4,0673664307581E-7
0,111538461538461	3,09016994374958E-7
0,112820512820513	2,07911690817771E-7
0,114102564102564	1,04528463267665E-7
0,115384615384615	1,20516389836428E-20
0,116666666666667	-1,04528463267641E-7
0,117948717948718	-2,07911690817747E-7
0,119230769230769	-3,09016994374935E-7
0,12051282051282	-4,06736643075788E-7
0,121794871794872	-4,99999999999988E-7
0,123076923076923	-5,87785252292462E-7
0,124358974358974	-6,69130606358847E-7
0,125641025641025	-7,43144825477385E-7
0,126923076923077	-8,09016994374939E-7
0,128205128205128	-8,66025403784431E-7
0,129487179487179	-9,13545457642595E-7
0,130769230769231	-9,51056516295149E-7
0,132051282051282	-9,78147600733802E-7
0,133333333333333	-9,94521895368272E-7
0,134615384615384	-1E-6
0,135897435897436	-9,94521895368275E-7
0,137179487179487	-9,78147600733809E-7
0,138461538461538	-9,51056516295159E-7
0,13974358974359	-9,13545457642608E-7
0,141025641025641	-8,66025403784448E-7
0,142307692307692	-8,09016994374958E-7
0,143589743589743	-7,43144825477407E-7
0,144871794871795	-6,69130606358873E-7
0,146153846153846	-5,87785252292489E-7
0,147435897435897	-5,00000000000017E-7
0,148717948717948	-4,06736643075819E-7
0,15	-3,09016994374967E-7
0,151282051282051	-2,0791169081778E-7
0,152564102564102	-1,04528463267675E-7
0,153846153846154	-2,23881514455765E-20
0,155128205128205	1,04528463267631E-7
0,156410256410256	2,07911690817736E-7
0,157692307692307	3,09016994374925E-7
0,158974358974359	4,06736643075778E-7
0,16025641025641	4,99999999999979E-7
0,161538461538461	5,87785252292453E-7
0,162820512820513	6,6913060635884E-7
0,164102564102564	7,43144825477377E-7
0,165384615384615	8,09016994374932E-7
0,166666666666666	8,66025403784425E-7
0,167948717948718	9,1354545764259E-7
0,169230769230769	9,51056516295145E-7
0,17051282051282	9,781476007338E-7
0,171794871794871	9,9452189536827E-7
0,173076923076923	1E-6
0,174358974358974	9,94521895368276E-7
0,175641025641025	9,78147600733812E-7
0,176923076923077	9,51056516295163E-7
0,178205128205128	9,13545457642613E-7
0,179487179487179	8,66025403784454E-7
0,18076923076923	8,09016994374965E-7
0,182051282051282	7,43144825477415E-7
0,183333333333333	6,69130606358881E-7
0,184615384615384	5,87785252292499E-7
0,185897435897436	5,00000000000028E-7
0,187179487179487	4,0673664307583E-7
0,188461538461538	3,09016994374978E-7
0,189743589743589	2,07911690817791E-7
0,191025641025641	1,04528463267686E-7
0,192307692307692	3,38120102662959E-20
0,193589743589743	-1,0452846326762E-7
0,194871794871794	-2,07911690817726E-7
0,196153846153846	-3,09016994374914E-7
0,197435897435897	-4,06736643075768E-7
0,198717948717948	-4,99999999999969E-7
0,2	-5,87785252292444E-7
0,2	-5,87785252292473E-7
 
