Frequency 	Zi_Ohm
25,6527257428836	1,00956667451267E18
26,0153952259249	9,99022766322354E17
26,3831920063634	9,88516016080578E17
26,7561885721799	9,78048594464493E17
27,1344584361658	9,67622614084672E17
27,5180761504113	9,57240128518377E17
27,9071173209985	9,46903131538348E17
28,3016586229024	9,36613556389819E17
28,7017778151028	9,26373275234616E17
29,1075537559094	9,16184098690908E17
29,5190664185036	9,06047775466048E17
29,9363969067007	8,95965992210351E17
30,3596274709336	8,85940373300621E17
30,7888415244642	8,75972480873187E17
31,2241236598224	8,6606381490598E17
31,6655596654784	8,56215813384644E17
32,1132365427506	8,46429852588602E17
32,5672425229523	8,36707247431215E17
33,0276670847812	8,27049251906687E17
33,4946009719539	8,17457059612974E17
33,968136211091	8,07931804310189E17
34,448366129854	7,98474560624429E17
34,935385375339	7,89086344742022E17
35,4292899327305	7,79768115189762E17
35,9301771442188	7,70520773694583E17
36,4381457281847	7,61345166045196E17
36,953295798656	7,52242083046661E17
37,4757288850383	7,43212261506258E17
38,0055479521253	7,34256385206637E17
38,5428574203921	7,25375086038702E17
39,0877631865744	7,16568945000403E17
39,6403726445401	7,07838493354361E17
40,2007947064549	6,99184213754661E17
40,7691398242476	6,90606541408124E17
41,3455200113785	6,82105865221351E17
41,9300488649161	6,73682529024932E17
42,5228415879255	6,65336832739585E17
43,1240150121735	6,57069033590764E17
43,7336876211543	6,48879347333879E17
44,3519795734415	6,40767949436242E17
44,9790127263697	6,32734976331693E17
45,6149106600506	6,24780526603422E17
46,2597987017297	6,16904662198586E17
46,913803950486	6,09107409640133E17
47,5770553022823	6,01388761216374E17
48,2496834753682	5,9374867616211E17
48,9318210360434	5,86187081833197E17
49,6236024247848	5,78703874873335E17
50,3251639827428	5,71298922360955E17
51,0366439786125	5,63972062940756E17
51,7581826358846	5,56723107923769E17
52,4899221604817	5,49551842419464E17
53,2320067687851	5,42458026378619E17
53,9845827160583	5,35441395681128E17
54,7477983252716	5,28501663156118E17
55,521804016335	5,21638519620906E17
56,3067523357436	5,14851634867961E17
57,1027979866432	5,08140658642848E17
57,9100978593196	5,01505221604004E17
58,7288110621199	4,94944936256962E17
59,5590989528108	4,88459397853198E17
60,4011251703802	4,82048185295612E17
61,255055667288	4,75710861987371E17
62,1210587421732	4,69446976681435E17
62,9993050730239	4,6325606430295E17
63,8899677508151	4,57137646732156E17
64,7932223136228	4,51091233592742E17
65,709246781221	4,45116322989552E17
66,6382216901658	4,39212402246193E17
67,5803301293781	4,3337894859939E17
68,5357577762271	4,27615429893829E17
69,5046929331255	4,21921305229997E17
70,4873265646412	4,16296025615554E17
71,4838523351339	4,10739034576459E17
72,4944666469242	4,0524976875211E17
73,5193686790013	3,99827658479137E17
74,5587604262794	3,94472128335077E17
75,6128467394075	3,89182597686772E17
76,6818353651435	3,83958481196491E17
77,7659369872978	3,78799189324116E17
78,8653652682568	3,73704128801659E17
79,9803368910926	3,68672703093873E17
81,111071602269	3,63704312841881E17
82,25779225495	3,58798356281991E17
83,4207248529217	3,53954229658833E17
84,6000985951346	3,49171327607503E17
85,7961459208757	3,44449043537385E17
87,0091025555794	3,39786769979022E17
88,2392075572858	3,35183898935191E17
89,4867033637561	3,30639822202692E17
90,7518358402538	3,26153931689822E17
92,0348543280014	3,21725619709651E17
93,3360116933228	3,17354279272273E17
94,6555643774797	3,13039304347983E17
95,9937724472124	3,08780090134363E17
97,3508996459967	3,04576033295209E17
98,7272134460232	3,00426532201087E17
100,122985100913	2,96330987146786E17
101,538489699179	2,92288800566056E17
102,974006218441	2,88299377229274E17
104,429817580409	2,84362124434304E17
105,906210706644	2,80476452186292E17
107,403476575107	2,76641773365669E17
108,921910277504	2,72857503890309E17
110,461811077448	2,69123062864611E17
112,02348246944	2,65437872722453E17
113,60723223868	2,61801359359694E17
115,213372521733	2,58212952261005E17
116,842219868043	2,54672084616134E17
118,494095302322	2,51178193430713E17
120,169324387818	2,47730719627128E17
121,868237290485	2,44329108141418E17
123,591168844048	2,40972808012349E17
125,338458615997	2,37661272462031E17
127,110450974511	2,34393958973901E17
128,907495156332	2,31170329360703E17
130,729945335587	2,27989849831259E17
132,578160693599	2,24851991047311E17
134,452505489675	2,21756228178403E17
136,353349132892	2,18702040949725E17
138,28106625491	2,15688913687006E17
140,236036783802	2,1271633535409E17
142,218646018934	2,09783799589156E17
144,229284706904	2,06890804734721E17
146,268349118552	2,04036853863842E17
148,336241127059	2,01221454803495E17
150,433368287153	1,98444120152998E17
152,560143915431	1,95704367300506E17
154,71698717182	1,93001718433593E17
156,904323142185	1,90335700549986E17
159,122582922112	1,87705845462711E17
161,372203701868	1,851116898031E17
163,653628852567	1,82552775021752E17
165,967308013553	1,80028647385577E17
168,313697181018	1,77538857973933E17
170,693258797871	1,75082962671147E17
173,106461844882	1,72660522157128E17
175,553781933111	1,70271101896383E17
178,035701397646	1,67914272124604E17
180,552709392662	1,65589607833076E17
183,10530198783	1,63296688752006E17
185,693982266084	1,61035099331901E17
188,319260422773	1,5880442872293E17
190,981653866215	1,56604270753296E17
193,681687319668	1,54434223906146E17
196,41989292475	1,52293891294845E17
199,196810346316	1,50182880637479E17
202,012986878817	1,48100804229498E17
204,868977554167	1,46047278916245E17
207,765345251131	1,44021926063306E17
210,702660806264	1,4202437152705E17
213,681503126412	1,40054245623369E17
216,702459302808	1,38111183096062E17
219,766124726782	1,36194823084546E17
222,873103207101	1,34304809090294E17
226,024007088976	1,32440788943382E17
229,219457374747	1,30602414767851E17
232,460083846271	1,28789342946615E17
235,746525189045	1,27001234086181E17
239,079429118088	1,25237752980624E17
242,459452505589	1,23498568575128E17
245,887261510372	1,21783353929353E17
249,363531709189	1,20091786180301E17
252,888948229866	1,18423546504992E17
256,464205886329	1,16778320082765E17
260,09000931555	1,15155796057515E17
263,767073116415	1,13555667499578E17
267,496121990569	1,1197763136753E17
271,277890885237	1,10421388469913E17
275,11312513808	1,08886643426733E17
279,002580624088	1,07373104630903E17
282,947023904554	1,05880484209772E17
286,947232378151	1,04408497986445E17
291,003994434153	1,02956865441201E17
295,118109607807	1,01525309672969E17
299,290388737923	1,00113557360654E17
303,521654126668	9,87213387247368E16
307,812739701639	9,73483874888617E16
312,164491180217	9,59944408414208E16
316,577766236245	9,46592393974343E16
321,053434669068	9,33425271603986E16
325,592378574956	9,20440514843878E16
330,195492520956	9,07635630361764E16
334,863683721199	8,95008157576826E16
339,597872215698	8,82555668284589E16
344,398991051679	8,7027576628427E16
349,267986467471	8,58166087008623E16
354,205818078998	8,46224297154554E16
359,213459068907	8,34448094317594E16
364,291896378368	8,22835206627001E16
369,442130901588	8,1138339238454E16
374,665177683076	8,00090439704975E16
379,962066117695	7,88954166159512E16
385,333840153538	7,77972418421289E16
390,781558497683	7,67143071914011E16
396,306294824846	7,56464030463031E16
401,90913798899	7,45933225949181E16
407,591192237923	7,35548617965469E16
413,353577430933	7,25308193476767E16
419,197429259496	7,15209966481822E16
425,123899471106	7,05251977678846E16
431,134156096271	6,95432294133595E16
437,229383678716	6,8574900895083E16
443,410783508839	6,76200240948167E16
449,679573860473	6,66784134333548E16
456,036990230993	6,57498858385511E16
462,484285584809	6,48342607136432E16
469,022730600319	6,39313599058904E16
475,653613920336	6,30410076755421E16
482,378242406067	6,21630306650647E16
489,197941394676	6,12972578687448E16
496,114054960492	6,044352060254E16
503,127946179907	5,96016524742794E16
510,240997400023	5,8771489354164E16
517,454610511094	5,79528693455818E16
524,770207222819	5,71456327562138E16
532,189229344545	5,6349622069483E16
539,713139069425	5,55646819162946E16
547,343419262603	5,4790659047077E16
555,081573753461	5,4027402304145E16
562,929127632012	5,32747625943667E16
570,887627549466	5,25325928621415E16
578,958642023065	5,18007480626655E16
587,143761745209	5,1079085135519E16
595,444599896967	5,03674629785516E16
603,862792466008	4,96657424220554E16
612,399998569041	4,89737862032567E16
621,057900778796	4,8291458941099E16
629,838205455647	4,76186271113026E16
638,742643083904	4,69551590217463E16
647,772968612877	4,63009247881313E16
656,93096180275	4,56557963099168E16
666,218427575348	4,50196472465752E16
675,637196369865	4,43923529941082E16
685,189124503621	4,37737906618532E16
694,876094537916	4,31638390495806E16
704,700015649058	4,25623786248602E16
714,662824004642	4,19692915007011E16
724,766483145134	4,13844614134803E16
735,012984370872	4,08077737011356E16
745,404347134512	4,02391152816241E16
755,942619439047	3,96783746316588E16
766,629878241435	3,91254417657033E16
777,468229861945	3,85802082152281E16
788,459810399282	3,80425670082388E16
799,606786151584	3,75124126490424E16
810,911354043377	3,6989641098294E16
822,375742058552	3,64741497532756E16
834,002209679478	3,59658374284304E16
845,793048332315	3,54646043361566E16
857,750581838623	3,49703520678339E16
869,877166873358	3,44829835750952E16
882,175193429346	3,4002403151347E16
894,647085288312	3,35285164135152E16
907,29530049858	3,30612302840395E16
920,122331859524	3,26004529730895E16
933,130707412865	3,21460939610201E16
946,322990940916	3,16980639810483E16
959,701782471868	3,12562750021594E16
973,269718792221	3,08206402122368E16
987,029473966468	3,03910740014075E16
1000,98375986411	2,99674919456126E16
1015,13532669414	2,95498107903855E16
1029,48696354705	2,91379484348534E16
1044,04149894456	2,87318239159368E16
1058,80180139706	2,83313573927689E16
1073,77077996895	2,7936470131315E16
1088,95138485201	2,75470844891967E16
1104,34660794682	2,71631239007126E16
1119,9594834524	2,67845128620715E16
1135,79308846428	2,64111769168033E16
1151,8505435809	2,60430426413782E16
1168,13501351865	2,56800376310103E16
1184,64970773562	2,53220904856548E16
1201,39788106409	2,49691307961883E16
1218,38283435208	2,46210891307768E16
1235,60791511386	2,42778970214274E16
1253,07651818971	2,39394869507143E16
1270,79208641502	2,360579233869E16
1288,75811129879	2,32767475299681E16
1306,9781337118	2,29522877809829E16
1325,45574458444	2,26323492474154E16
1344,19458561446	2,23168689717953E16
1363,19834998469	2,20057848712651E16
1382,4707830909	2,16990357255122E16
1402,01568328001	2,13965611648639E16
1421,83690259867	2,10983016585412E16
1441,93834755244	2,08041985030749E16
1462,32397987572	2,05141938108753E16
1482,99781731257	2,02282304989606E16
1503,96393440854	1,99462522778348E16
1525,22646331372	1,96682036405191E16
1546,78959459713	1,93940298517309E16
1568,65757807261	1,91236769372106E16
1590,83472363642	1,88570916731938E16
1613,32540211668	1,8594221576027E16
1636,13404613477	1,83350148919229E16
1659,26515097896	1,80794205868601E16
1682,72327549039	1,78273883366145E16
1706,51304296152	1,7578868516932E16
1730,63914204734	1,73338121938322E16
1755,10632768946	1,70921711140456E16
1779,91942205322	1,68538976955838E16
1805,08331547809	1,66189450184338E16
1830,60296744149	1,63872668153855E16
1856,48340753625	1,61588174629801E16
1882,72973646185	1,59335519725849E16
1909,34712702974	1,5711425981591E16
1936,34082518279	1,54923957447298E16
1963,71615102923	1,52764181255097E16
1991,47849989118	1,50634505877707E16
2019,63334336795	1,48534511873553E16
2048,18623041449	1,46463785638924E16
2077,14278843496	1,44421919326945E16
2106,50872439183	1,42408510767681E16
2136,28982593069	1,4042316338932E16
2166,49196252086	1,38465486140456E16
2197,12108661223	1,36535093413419E16
2228,1832348084	1,34631604968689E16
2259,68452905638	1,32754645860338E16
2291,63117785321	1,3090384636249E16
2324,02947746955	1,29078841896817E16
2356,88581319054	1,27279272961019E16
2390,20666057435	1,25504785058288E16
2423,99858672836	1,23755028627758E16
2458,26825160347	1,2202965897591E16
2493,0224093067	1,20328336208908E16
2528,26790943234	1,18650725165914E16
2564,01169841189	1,16996495353261E16
2600,26082088314	1,15365320879589E16
2637,02242107855	1,13756880391845E16
2674,30374423331	1,12170857012192E16
2712,11213801329	1,1060693827577E16
2750,45505396313	1,09064816069325E16
2789,34004897485	1,07544186570692E16
2828,77478677728	1,06044750189108E16
2868,7670394464	1,04566211506356E16
2909,32468893714	1,03108279218722E16
2950,45572863686	1,01670666079744E16
2992,16826494064	1,00253088843787E16
3034,47051884907	9,88552682103538E15
3077,37082758841	9,7476928769208E15
3120,87764625378	9,61177989462271E15
3164,99954947555	9,47776109500296E15
3209,74523310931	9,34561007193181E15
3255,12351594964	9,21530078709779E15
3301,14334146829	9,08680756488722E15
3347,81377957672	8,96010508733607E15
3395,14402841372	8,83516838915145E15
3443,14341615821	8,71197285280222E15
3491,82140286774	8,59049420367725E15
3541,18758234292	8,47070850531176E15
3591,25168401824	8,35259215467864E15
3642,02357487961	8,23612187754656E15
3693,51326140902	8,12127472390117E15
3745,73089155669	8,00802806343033E15
3798,68675674111	7,89635958107284E15
3852,39129387731	7,78624727262725E15
3906,85508743387	7,67766944042344E15
3962,08887151899	7,57060468905279E15
4018,10353199601	7,46503192115859E15
4074,9101086289	7,36093033328477E15
4132,51979725804	7,25827941178188E15
4190,94395200681	7,15705892877012E15
4250,19408751926	7,05724893815909E15
4310,28188122959	6,95882977172138E15
4371,21917566356	6,86178203522237E15
4433,01798077254	6,76608660460257E15
4495,69047630046	6,67172462221378E15
4559,24901418434	6,57867749310699E15
4623,70612098866	6,48692688137238E15
4689,07450037421	6,39645470652956E15
4755,36703560177	6,30724313996874E15
4822,5967920713	6,21927460144092E15
4890,7770198969	6,13253175559653E15
4959,92115651828	6,04699750857351E15
5030,04282934906	5,96265500463084E15
5101,15585846262	5,87948762283059E15
5173,27425931581	5,79747897376534E15
5246,4122455112	5,71661289633167E15
5320,58423159846	5,63687345454698E15
5395,80483591521	5,55824493441303E15
5472,0888834682	5,48071184082067E15
5549,45140885497	5,40425889449945E15
5627,90765922715	5,32887102900839E15
5707,47309729537	5,25453338776984E15
5788,16340437678	5,18123132114321E15
5869,99448348567	5,10895038354015E15
5952,98246246766	5,03767633058041E15
6037,14369717841	4,96739511628602E15
6122,49477470707	4,8980928903158E15
6209,05251664537	4,82975599523706E15
6296,83398240298	4,76237096383618E15
6385,8564725697	4,69592451646669E15
6476,13753232514	4,63040355843343E15
6567,69495489668	4,56579517741374E15
6660,54678506629	4,50208664091464E15
6754,7113227269	4,4392653937647E15
6850,20712648906	4,3773190556419E15
6947,05301733865	4,31623541863455E15
7045,26808234624	4,25600244483742E15
7144,87167842886	4,19660826398061E15
7245,88343616504	4,13804117109156E15
7348,32326366372	4,08028962418985E15
7452,2113504879	4,02334224201363E15
7557,56817163375	3,96718780177807E15
7664,41449156591	3,91181523696515E15
7772,77136830998	3,85721363514365E15
7882,6601576027	3,80337223581997E15
7994,10251710095	3,75028042831882E15
8107,12041065018	3,69792774969331E15
8221,73611261316	3,64630388266407E15
8337,97221226005	3,5953986535874E15
8455,85161822035	3,54520203045126E15
8575,39756299797	3,49570412089943E15
8696,63360755005	3,4468951702835E15
8819,58364593049	3,39876555974112E15
8944,27190999916	3,35130580430207E15
9070,72297419769	3,30450655102003E15
9198,96176039281	3,25835857713053E15
9329,01354278808	3,21285278823446E15
9460,90395290511	3,16798021650727E15
9594,65898463526	3,12373201893285E15
9730,3049993626	3,08009947556204E15
9867,86873115951	3,03707398779533E15
10007,3772920555	2,99464707668969E15
10148,8581773808	2,95281038128893E15
10292,3392711851	2,91155565697724E15
10437,8488517334	2,87087477385594E15
10585,415597079	2,83075971514242E15
10735,068590716	2,79120257559208E15
10886,8373273107	2,75219555994148E15
11040,7517185152	2,71373098137393E15
11196,8420988621	2,67580126000597E15
11355,1392317435	2,63839892139541E15
11515,6743154736	2,60151659506974E15
11678,4789894379	2,56514701307536E15
11843,5853403286	2,5292830085471E15
12011,0259084688	2,49391751429771E15
12180,8336942254	2,45904356142672E15
12353,0421645134	2,42465427794912E15
12527,6852593913	2,39074288744317E15
12704,7973987509	2,35730270771687E15
12884,4134891007	2,32432714949332E15
13066,5689304451	2,29180971511431E15
13251,2996232622	2,25974399726205E15
13438,6419755784	2,22812367769908E15
13628,6329101446	2,19694252602522E15
13821,3098717129	2,16619439845265E15
14016,7108344164	2,13587323659746E15
14214,8743092537	2,10597306628879E15
14415,8393516787	2,07648799639403E15
14619,6455692979	2,04741221766096E15
14826,3331296768	2,01874000157612E15
15035,942768256	1,99046569923878E15
15248,5157963802	1,96258374025122E15
15464,0941094394	1,93508863162431E15
15682,7201951266	1,90797495669872E15
15904,4371418111	1,88123737408098E15
16129,2886470312	1,85487061659486E15
16357,3190261057	1,82886949024734E15
16588,5732208684	1,80322887320905E15
16823,0968085256	1,77794371480951E15
17060,9360106383	1,75300903454607E15
17302,1377022322	1,72841992110715E15
17546,7494210364	1,70417153140926E15
17794,8193768519	1,68025908964758E15
18046,3964610535	1,65667788636E15
18301,5302562255	1,63342327750465E15
18560,2710459341	1,61049068355016E15
18822,6698246371	1,58787558857914E15
19088,7783077348	1,56557353940442E15
19358,648941762	1,54358014469764E15
19632,3349147248	1,52189107413065E15
19909,8901665831	1,50050205752886E15
20191,3693998816	1,47940888403683E15
20476,828090531	1,45860740129591E15
20766,3224987414	1,43809351463359E15
21059,9096801106	1,41786318626447E15
21357,6474968688	1,39791243450291E15
21659,5946292829	1,37823733298683E15
21965,8105872213	1,35883400991298E15
22276,3557218825	1,33969864728302E15
22591,2912376899	1,32082748016096E15
22910,679204354	1,30221679594085E15
23234,5825691055	1,28386293362565E15
23563,065169102	1,26576228311653E15
23896,1917440087	1,24791128451231E15
24234,0279487583	1,23030642741959E15
24576,6403664903	1,21294425027289E15
24924,0965216742	1,19582133966477E15
25276,4648934171	1,17893432968603E15
25633,8149289607	1,16227990127562E15
25996,2170573678	1,14585478158031E15
26363,7427034034	1,12965574332402E15
26736,4643016114	1,1136796041864E15
27114,4553105906	1,09792322619108E15
27497,7902274724	1,08238351510309E15
27886,5446026032	1,06705741983522E15
28280,7950544345	1,05194193186383E15
28680,6192846232	1,03703408465332E15
29086,0960933458	1,02233095308961E15
29497,3053948287	1,00782965292229E15
29914,3282330986	993527340215581
30337,2467979547	979421210807748
30766,1444411678	965508499778958
31201,1056929072	951786480927786
31642,2162784014	938252466255721
32089,5631348326	924903805460049
32543,2344284713	911737885434857
33003,3195720527	898752129780093
33469,9092423986	885943998318469
33943,0953982888	873310986620473
34422,9712985851	860850625536925
34909,6315206111	848560480739420
35403,1719787926	836438152268331
35903,6899435603	824481274088380
36411,2840605215	812687513651692
36926,0543699014	801054571468271
37448,1023262596	789580180683709
37977,5308184858	778262106664269
38514,4441900774	767098146588920
39058,9482597051	756086129048724
39611,1503420672	745223913652993
40171,1592690412	734509390642471
40739,0854111322	723940480509363
41315,0406992261	713515133624100
41899,138646649	703231329868781
42491,4943715401	693087078277196
43092,2246195394	683080416681475
43701,4477867971	673209411364941
44319,2839433074	663472156721511
44945,8548565734	653866774921231
45581,2840156057	644391415581998
46225,6966552601	635044255447340
46879,2197809202	625823498070150
47541,9821935283	616727373502241
48214,1145149707	607754137989780
48895,749213821	598902073674232
49587,0206314487	590169488298865
50288,0650084954	581554714920793
50999,0205117265	573056111628173
51720,027261262	564672061262665
52451,2273581925	556400971146889
53192,764912585	548241272816857
53944,7860718858	540191421759151
54707,4390497236	532249897152668
55480,8741551211	524415201614959
56265,2438221184	516685860952798
57060,7026398165	509060423916934
57867,4073828436	501537461960806
58685,5170422548	494115569003144
59515,1928568662	486793361194085
60356,5983450333	479569476684790
61209,8993368782	472442575400247
62075,2640069729	465411338815153
62952,8629074838	458474469732565
63842,8690017862	451630692065115
64745,4576985518	444878750618665
65660,8068863208	438217410877963
66589,0969685608	431645458794309
67530,5108992219	425161700574708
68485,2342187948	418764962472439
69453,4550908784	412454090578742
70435,3643392644	406227950615281
71431,155485546	400085427727116
72441,0247872585	394025426275933
73465,1712765597	388046869633275
74503,7967994558	382148699973328
75557,1060555833	376329878065064
76625,3066385518	370589383063456
77708,609076859	364926212299363
78807,2268753822	359339381067811
79921,3765574582	353827922414354
81051,2777075569	348390886919174
82197,1530145579	343027342478646
83359,2283156409	337736374083965
84537,7326407941	332517083596606
85732,8982579542	327368589520218
86944,9607187815	322290026768750
88174,1589050865	317280546430367
89420,7350759087	312339315527006
90684,934915263	307465516769172
91967,007580562	302658348305735
93267,2057517194	297917023468556
94585,7856809526	293240770511484
95923,0072432847	288628832343765
97279,133987763	284080466257414
98654,4331894021	279594943648492
100049,175901859	275171549732102
101463,637010855	270809583250921
102898,095288351	266508356177195
104352,833447492	262267193408064
105828,138198326	258085432454201
107324,300304307	253962423121728
108841,614639604	249897527187393
110380,380247219	245890118067081
111940,90039792	241939580477716
113523,482650013	238045310092735
115128,43890996	234206713191142
116756,085493849	230423206300585
118406,743189736	226694215834475
120080,737320872	223019177723536
121778,397809815	219397537042151
123500,059243456	215828747629814
125246,060938961	212312271708123
127016,747010647	208847579493831
128812,466437801	205434148808440
130633,573133461	202071464684852
132480,426014165	198759018971746
134353,389070692	195496309936307
136252,8314398	192282841865969
138179,127476972	189118124669912
140132,656830206	186001673481077
142113,804514831	182933008259519
144122,960989391	179911653397862
146160,522232602	176937137329818
148226,889821389	174008992142548
150322,471010038	171126753193875
152447,678810455	168289958735214
154602,932073565	165498149541193
156788,655571871	162750868546923
159005,280083157	160047660493887
161253,242475404	157388071585395
163532,985792877	154771649152601
165844,959343452	152197941332025
168189,618787168	149666496755529
170567,426226028	147176864253680
172978,850295076	144728592573412
175424,36625476	142321230110843
177904,456084595	139954324660158
180419,60857816	137627423179261
182970,31943943	135340071573071
185557,091380475	133091814495106
188180,434220535	130882195168040
190840,864986501	128710755223854
193538,908014815	126577034564076
196275,095054806	124480571240642
199049,965373496	122420901357734
201864,065861879	120397558994930
204717,951142708	118410076151943
207612,183679802	116457982715061
210547,333888903	114540806445422
213523,980250096	112658072989076
216542,709421818	110809305908764
219604,116356486	108994026737219
222708,804417748	107211755051705
225857,385499403	105462008569437
229050,480145997	103744303263424
232288,717675122	102058153498184
235572,736301444	100403072184681
238903,183262496	98778570953793,1
242280,71494623	97184160347467,5
245705,99702039	95619350026710,2
249179,704563702	94083648995432
252702,522198922	92576565839107,7
256275,144227775	91097608977172,9
259898,274767781	89646286927976
263572,627891036	88222108585076,1
267298,927764944	86824583503621,7
271077,908794938	85453222195501,7
274910,315769229	84107536431931,4
278796,904005585	82787039552098,6
282738,439500202	81491246776485,7
286735,699078667	80219675523472,6
290789,470549061	78971845727816,2
294900,552857231	77747280159606,1
299069,756244244	76545504742322,8
303297,90240608	75366048868631,7
307585,824655577	74208445712576,8
311934,368086663	73072232536888,6
316344,38974092	71956950994139,2
320816,758776487	70862147420569,4
325352,356639368	69787373121406,9
329952,077237146	68732184646631,8
334616,827115166	67696144056157,2
339347,525635204	66678819173493,5
344145,105156656	65679783827031,9
349010,511220299	64698618078175,1
353944,70273464	63734908435613,4
358948,652164911	62788248055143,3
364023,345724724	61858236924501,4
369169,78357044	60944482032788,4
374388,979998295	60046597524135,6
379681,963644294	59164204835355,8
385049,777686947	58296932817419,1
390493,480052871	57444417840654,2
396014,143625282	56606303883695,2
401612,856455457	55782242606229,9
407290,72197717	54971893405722,8
413048,859224163	54174923458329,2
418888,403050698	53391007744299,4
424810,504355218	52619829058232,7
430816,330307175	51861078004598,3
436907,064577066	51114452978993,6
443083,907569715	50379660135664,6
449348,076660862	49656413341844
455700,80643709	48944434119516,4
462143,348939144	48243451575242,9
468676,973908696	47553202318698,4
475302,96903859	46873430370619,5
482022,640226634	46203887060849
488837,311832973	45544330917197,3
495748,326941104	44894527545836,1
502757,047622578	44254249503952,2
509864,855205453	43623276165371,5
517073,15054653	43001393579879,1
524383,35430744	42388394326936,8
531796,907234655	41784077364486,5
539315,270443418	41188247873526,4
546939,925705726	40600717099110,3
554672,375742363	40021302188412,6
562514,144519063	39449826026473,2
570466,777546873	38886117070208
578531,842186742	38330009181255
586710,927958437	37781341458184,8
595005,646853815	37239958068584,6
603417,633654515	36705708081493,7
611948,546254173	36178445300634,2
620600,065985152	35658028098855,4
629373,897949916	35144319254177,2
638271,771357094	34637185787787,5
647295,43986227	34136498804322,3
656446,681913613	33642133334721,5
665727,301102391	33153968181931
675139,126518421	32671885769690,6
684684,013110574	32195771994620,7
694363,842052353	31725516081796,7
704180,521112652	31261010443970,1
714135,985031747	30802150544583,1
724232,195902616	30348834764681,1
734471,143557634	29900964273835,1
744854,845960749	29458442905133,3
755385,349605197	29021177034313,6
766064,729916832	28589075463068,7
776895,091663175	28162049306554,1
787878,569368229	27740011885106,5
799017,327733172	27322878620173,1
810313,562062988	26910566934437,3
821769,498699129	26502996156117,5
833387,395458308	26100087427404,5
845169,542077481	25701763617000,4
857118,260665115	25307949236710,2
869235,90615887	24918570362033,1
881524,866789695	24533554556701,2
893987,56455254	24152830801102,6
906626,455683694	23776329424531,2
919444,031144876	23403982041200,4
932442,817114173	23035721489960,2
945625,375483912	22671481777657,7
958994,304365577	22311198026085
972552,23860188	21954806422456,6
986301,850286024	21602244173372,6
1000245,84928836	21253449462216,5
1014386,98379046	20908361409952,6
1028728,04082676	20566920039291,9
1043271,84683382	20229066242196,6
1058021,2682074	19894741750715,6
1072979,2118674	19563889111137,1
