Time 	VF1_Volt
0	-0,00149105306249903
0,00192307692307692	-0,0015088710090007
0,00384615384615385	-0,00152626395406156
0,00576923076923077	-0,00154279023415578
0,00769230769230769	-0,0015580423951331
0,00961538461538462	-0,0015716450589961
0,0115384615384615	-0,00158326327494442
0,0134615384615385	-0,00159261096450776
0,0153846153846154	-0,00159945796263953
0,0173076923076923	-0,0016036356645734
0,0192307692307692	-0,00160504121282727
0,0211538461538462	-0,00160363998703204
0,0230769230769231	-0,00159946649269062
0,025	-0,0015926235000065
0,0269230769230769	-0,00158327950472697
0,0288461538461538	-0,0015716645830015
0,0307692307692308	-0,00155806473425455
0,0326923076923077	-0,00154281483990055
0,0346153846153846	-0,00152629038357109
0,0365384615384615	-0,0015088982747103
0,0384615384615385	-0,00149106674599438
0,0403846153846154	-0,00147323488301313
0,0423076923076923	-0,0014558417578433
0,0442307692307692	-0,00143931565302255
0,0461538461538462	-0,00142406349224386
0,0480769230769231	-0,00141046082925633
0,05	-0,00139884260943867
0,0519230769230769	-0,00138949491844288
0,0538461538461538	-0,00138264792371559
0,0557692307692308	-0,00137847021623642
0,0576923076923077	-0,00137706467094667
0,0596153846153846	-0,00137846590083015
0,0615384615384615	-0,00138263939249816
0,0634615384615385	-0,00138948238265842
0,0653846153846154	-0,00139882637793755
0,0673076923076923	-0,00141044130462496
0,0692307692307692	-0,00142404114985663
0,0711538461538461	-0,00143929104798882
0,073076923076923	-0,00145581549924358
0,075	-0,00147320760935652
0,0769230769230769	-0,0014910391352537
0,0788461538461538	-0,00150887099914713
0,0807692307692307	-0,00152626412113882
0,0826923076923076	-0,00154279023531513
0,0846153846153845	-0,00155804239421675
0,0865384615384615	-0,00157164505727979
0,0884615384615384	-0,00158326327195689
0,0903846153846153	-0,00159261096897048
0,0923076923076922	-0,00159945796044598
0,0942307692307691	-0,00160363567044147
0,096153846153846	-0,00160504121478779
0,098076923076923	-0,00160363998541851
0,0999999999999999	-0,00159946649048007
0,101923076923077	-0,00159262350303345
0,103846153846154	-0,00158327950180061
0,105769230769231	-0,00157166458285065
0,107692307692308	-0,0015580647338965
0,109615384615384	-0,00154281483625421
0,111538461538461	-0,00152629038502882
0,113461538461538	-0,00150889827050109
0,115384615384615	-0,00149106675057438
0,117307692307692	-0,0014732348834554
0,119230769230769	-0,00145584175927291
0,121153846153846	-0,00143931565349986
0,123076923076923	-0,00142406349008037
0,125	-0,00141046082960866
0,126923076923077	-0,00139884261020224
0,128846153846154	-0,00138949491460076
0,130769230769231	-0,00138264792388053
0,132692307692307	-0,00137847021831158
0,134615384615384	-0,00137706467340937
0,136538461538461	-0,00137846589632969
0,138461538461538	-0,00138263938882956
0,140384615384615	-0,00138948238328396
0,142307692307692	-0,00139882637996389
0,144230769230769	-0,00141044130047088
0,146153846153846	-0,00142404114817153
0,148076923076923	-0,00143929104863838
0,15	-0,00145581549767631
0,151923076923077	-0,00147320761047332
0,153846153846154	-0,00149103913207876
0,15576923076923	-0,00150887099927616
0,157692307692307	-0,00152626412203609
0,159615384615384	-0,00154279023118909
0,161538461538461	-0,00155804239331816
0,163461538461538	-0,00157164506015546
0,165384615384615	-0,00158326327149331
0,167307692307692	-0,00159261096670697
0,169230769230769	-0,0015994579593355
0,171153846153846	-0,0016036356645947
0,173076923076923	-0,00160504121255431
0,175	-0,00160363998447397
0,176923076923077	-0,00159946649009156
0,178846153846153	-0,00159262350036803
0,18076923076923	-0,00158327950292631
0,182692307692307	-0,00157166458495382
0,184615384615384	-0,00155806473436117
0,186538461538461	-0,00154281483808917
0,188461538461538	-0,00152629038233036
0,190384615384615	-0,00150889827072109
0,192307692307692	-0,00149106675124736
0,194230769230769	-0,00147323488395854
0,196153846153846	-0,00145584175890394
0,198076923076923	-0,00143931565312227
0,2	-0,00142406349198929
0,2	-0,00142406348950328
