*Time 	AM2	AM1	VF1
0	-3,00000000014999E-11	3,00000000015E-11	-0,000148020584590884
0,00192307692307692	-3,00000000014999E-11	3,00000000015005E-11	-0,000149598136633499
0,00384615384615385	-3,00000000014999E-11	3,00000000015005E-11	-0,000151137779343531
0,00576923076923077	-3,00000000014999E-11	3,00000000015006E-11	-0,000152600689198043
0,00769230769230769	-3,00000000014999E-11	3,00000000015006E-11	-0,000153950809387158
0,00961538461538462	-3,00000000014999E-11	3,00000000015006E-11	-0,000155154908900962
0,0115384615384615	-3,00000000014999E-11	3,00000000015006E-11	-0,000156183338484213
0,0134615384615385	-3,00000000014999E-11	3,00000000015006E-11	-0,000157010773935162
0,0153846153846154	-3,00000000014999E-11	3,00000000015006E-11	-0,000157616838785947
0,0173076923076923	-3,00000000014999E-11	3,00000000015005E-11	-0,000157986613296047
0,0192307692307692	-3,00000000014999E-11	3,00000000015005E-11	-0,000158110992503609
0,0211538461538462	-3,00000000014999E-11	3,00000000015004E-11	-0,000157986909575203
0,0230769230769231	-3,00000000014999E-11	3,00000000015003E-11	-0,000157617424397595
0,025	-3,00000000014999E-11	3,00000000015002E-11	-0,00015701163374025
0,0269230769230769	-3,00000000014999E-11	3,00000000015001E-11	-0,000156184451770746
0,0288461538461538	-3,00000000014999E-11	3,00000000015E-11	-0,000155156250212245
0,0307692307692308	-3,00000000014999E-11	3,00000000014999E-11	-0,000153952344887037
0,0326923076923077	-3,00000000014999E-11	3,00000000014998E-11	-0,000152602379231815
0,0346153846153846	-3,00000000014999E-11	3,00000000014997E-11	-0,000151139593785061
0,0365384615384615	-3,00000000014999E-11	3,00000000014996E-11	-0,00014960000933678
0,0384615384615385	-3,00000000014999E-11	3,00000000014995E-11	-0,000148021533105137
0,0403846153846154	-3,00000000014999E-11	3,00000000014994E-11	-0,000146443035707871
0,0423076923076923	-3,00000000014999E-11	3,00000000014994E-11	-0,000144903380689104
0,0442307692307692	-3,00000000014999E-11	3,00000000014993E-11	-0,000143440481453275
0,0461538461538462	-3,00000000014999E-11	3,00000000014993E-11	-0,000142090360541507
0,0480769230769231	-3,00000000014999E-11	3,00000000014993E-11	-0,000140886262193395
0,05	-3,00000000014999E-11	3,00000000014993E-11	-0,000139857832723564
0,0519230769230769	-3,00000000014999E-11	3,00000000014993E-11	-0,000139030399170838
0,0538461538461538	-3,00000000014999E-11	3,00000000014993E-11	-0,000138424332422731
0,0557692307692308	-3,00000000014999E-11	3,00000000014994E-11	-0,000138054557931688
0,0576923076923077	-3,00000000014999E-11	3,00000000014994E-11	-0,000137930179295977
0,0596153846153846	-3,00000000014999E-11	3,00000000014995E-11	-0,00013805426133197
0,0615384615384615	-3,00000000014999E-11	3,00000000014996E-11	-0,000138423745645693
0,0634615384615385	-3,00000000014999E-11	3,00000000014997E-11	-0,000139029538039443
0,0653846153846154	-3,00000000014999E-11	3,00000000014998E-11	-0,000139856718866119
0,0673076923076923	-3,00000000014999E-11	3,00000000014999E-11	-0,00014088492101962
0,0692307692307692	-3,00000000014999E-11	3,00000000015E-11	-0,000142088827212881
0,0711538461538461	-3,00000000014999E-11	3,00000000015001E-11	-0,000143438792296392
0,073076923076923	-3,00000000014999E-11	3,00000000015002E-11	-0,000144901576557022
0,075	-3,00000000014999E-11	3,00000000015003E-11	-0,000146441161187807
0,0769230769230769	-3,00000000014999E-11	3,00000000015004E-11	-0,000148019636845363
0,0788461538461538	-3,00000000014999E-11	3,00000000015005E-11	-0,000149598135821343
0,0807692307692307	-3,00000000014999E-11	3,00000000015005E-11	-0,000151137790797974
0,0826923076923076	-3,00000000014999E-11	3,00000000015006E-11	-0,000152600689914046
0,0846153846153845	-3,00000000014999E-11	3,00000000015006E-11	-0,000153950810095179
0,0865384615384615	-3,00000000014999E-11	3,00000000015006E-11	-0,000155154909609112
0,0884615384615384	-3,00000000014999E-11	3,00000000015006E-11	-0,000156183338050306
0,0903846153846153	-3,00000000014999E-11	3,00000000015006E-11	-0,000157010772631306
0,0923076923076922	-3,00000000014999E-11	3,00000000015006E-11	-0,00015761683848831
0,0942307692307691	-3,00000000014999E-11	3,00000000015005E-11	-0,000157986614027859
0,096153846153846	-3,00000000014999E-11	3,00000000015005E-11	-0,000158110991337515
0,098076923076923	-3,00000000014999E-11	3,00000000015004E-11	-0,00015798690946141
0,0999999999999999	-3,00000000014999E-11	3,00000000015003E-11	-0,000157617424968969
0,101923076923077	-3,00000000014999E-11	3,00000000015002E-11	-0,000157011633602926
0,103846153846154	-3,00000000014999E-11	3,00000000015001E-11	-0,000156184451358893
0,105769230769231	-3,00000000014999E-11	3,00000000015E-11	-0,000155156250052398
0,107692307692308	-3,00000000014999E-11	3,00000000014999E-11	-0,000153952344156903
0,109615384615384	-3,00000000014999E-11	3,00000000014998E-11	-0,000152602378636866
0,111538461538461	-3,00000000014999E-11	3,00000000014997E-11	-0,000151139595064065
0,113461538461538	-3,00000000014999E-11	3,00000000014996E-11	-0,000149600008605359
0,115384615384615	-3,00000000014999E-11	3,00000000014995E-11	-0,000148021533242249
0,117307692307692	-3,00000000014999E-11	3,00000000014994E-11	-0,000146443034268082
0,119230769230769	-3,00000000014999E-11	3,00000000014994E-11	-0,000144903380825057
